"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Smith-Schuster, JuJu","PIT","@NYJ","WR",13.2,2.2,8.5,117.,1.,0.3,0.2,0.2,0.,0.1,0.2,0.,0.,0.,9.,0.,1.7,17.6
2,"Hopkins, DeAndre","HOU","@TBB","WR",12.,1.5,7.,95.,0.7,0.3,0.2,0.1,0.1,0.1,0.,-0.2,0.,0.,0.,0.1,1.4,13.6
3,"Hill, Tyreek","KCC","@CHI","WR",8.2,0.6,5.1,80.,0.5,0.1,0.1,0.1,0.,0.,0.2,8.,0.1,11.,1.,0.,1.1,12.3
4,"Lockett, Tyler","SEA","ARZ","WR",5.6,0.5,3.9,70.,0.6,0.1,0.1,0.2,0.1,0.,0.1,3.,0.,9.,30.,0.,0.8,11.2
5,"Beckham, Odell","CLE","BAL","WR",9.,1.3,5.3,72.,0.6,0.2,0.2,0.1,0.,0.1,0.,2.,0.,2.,1.,0.1,1.2,11.2
6,"Brown, Antonio","OAK","@LAC","WR",9.5,1.2,6.,74.,0.6,0.2,0.1,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,1.1,11.2
7,"Allen, Keenan","LAC","OAK","WR",10.1,1.3,6.1,82.,0.4,0.1,0.1,0.,0.,0.1,0.,2.,0.,0.,1.,0.,1.3,11.
8,"Cooks, Brandin","LAR","@SFO","WR",8.,1.1,5.2,80.,0.4,0.2,0.1,0.,0.,0.,0.,4.,0.,0.,0.,0.,0.9,10.7
9,"Cooper, Amari","DAL","@PHI","WR",7.7,0.7,5.2,71.,0.6,0.1,0.1,0.1,0.,0.1,0.2,1.,0.,0.,0.,0.1,0.9,10.5
10,"Adams, Davante","GBP","@MIN","WR",9.2,1.5,5.6,68.,0.6,0.2,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,10.5
11,"Thomas, Michael","NOS","@TEN","WR",9.6,1.6,6.8,78.,0.4,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.1,10.3
12,"Diggs, Stefon","MIN","GBP","WR",9.,1.3,6.,63.,0.6,0.3,0.1,0.1,0.1,0.,0.1,4.,0.,0.,0.,0.,1.,10.3
