Rank,Player,Team,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
32,"Suh, Ndamukong",LAR,DL,35.,17.2,7.7,2.5,0.,2.8,0.6,0.,57.2
33,"Harrison, Damon",NYG,DL,42.,16.9,2.1,2.8,0.7,0.2,0.,0.,57.1
34,"Wake, Cameron",MIA,DL,32.,15.3,11.2,2.,0.5,2.1,0.,0.,56.
35,"Jackson, Malik",JAC,DL,34.,12.8,9.3,3.7,0.,2.5,0.,0.,56.
36,"McCoy, Gerald",TBB,DL,43.,10.2,4.9,2.2,0.,0.3,0.,0.,55.6
37,"Hunter, Danielle",MIN,DL,31.4,18.5,9.3,2.2,0.,1.8,1.2,0.,55.2
38,"Barnett, Derek",PHI,DL,35.,17.3,7.7,0.,0.,1.9,1.9,0.2,55.1
39,"Jackson, Branden",SEA,DL,35.2,14.8,5.5,1.8,0.4,2.7,1.2,0.,54.5
40,"Cox, Fletcher",PHI,DL,33.,18.4,7.5,2.7,0.,0.7,0.7,0.2,53.8
41,"Short, Kawann",CAR,DL,27.9,20.3,9.2,2.3,0.,2.2,0.5,0.,52.3
42,"Thomas, Solomon",SFO,DL,42.,12.2,3.3,0.2,0.,0.2,0.2,0.,52.1
43,"Ogbah, Emmanuel",CLE,DL,32.,17.,4.3,6.1,0.,0.6,0.6,0.,52.1
44,"Okafor, Alex",NOR,DL,31.,20.3,4.4,3.1,0.2,3.1,0.,0.,52.1
45,"Hyder, Kerry",DET,DL,32.8,20.7,6.5,1.5,0.,0.8,0.,0.,52.
46,"Richardson, Sheldon",MIN,DL,33.,23.6,1.4,1.3,0.8,0.9,0.9,0.,50.9
47,"Peppers, Julius",CAR,DL,25.,20.5,12.1,0.3,0.,1.6,1.6,0.,50.9
48,"Brown, Malcolm",NEP,DL,38.2,17.,3.7,0.3,0.,0.,0.,0.,50.7
49,"Tuitt, Stephon",PIT,DL,34.,14.,5.2,2.9,0.,1.1,0.6,0.,50.7
50,"Hughes, Jerry",BUF,DL,36.,17.7,4.4,0.6,0.,0.6,0.,0.,50.5
51,"Shepherd, Nathan",NYJ,DL,34.7,17.9,3.1,2.8,0.,0.4,0.,0.,49.9
52,"Davenport, Marcus",NOR,DL,32.,20.7,2.4,2.4,0.,2.,0.,0.,49.2
53,"Allen, Jonathan",WAS,DL,30.,21.6,4.8,2.1,0.,0.7,0.7,0.,49.1
54,"Jarrett, Grady",ATL,DL,34.2,19.1,4.1,0.5,0.,0.,0.,0.,48.3
55,"Brockers, Michael",LAR,DL,33.8,15.2,4.,2.6,0.,0.,0.,0.,47.9
56,"Guy, Lawrence",NEP,DL,33.,23.9,1.6,1.,0.,0.,0.,0.,47.6
57,"Reed, Jarran",SEA,DL,27.6,26.8,3.6,0.4,0.4,0.6,0.4,0.,46.8
58,"Bailey, Allen",KCC,DL,31.,17.5,4.,1.5,0.,0.4,0.,0.,45.7
59,"Hendricks, Dwayne",NYG,DL,30.,19.6,2.2,1.9,0.,1.4,0.,0.,45.3
60,"Pierce, Michael",BAL,DL,32.3,20.9,1.1,0.6,0.,0.,0.,0.,44.5
61,"Clark, Kenny",GBP,DL,29.9,18.9,2.9,0.9,0.,1.,0.,0.,44.2
62,"Liuget, Corey",LAC,DL,31.,10.2,5.,1.5,0.,1.3,0.2,0.1,44.
63,"Wolfe, Derek",DEN,DL,30.,14.7,4.3,2.1,0.,0.1,0.1,0.,44.
64,"Williams, Brandon",BAL,DL,32.,13.9,1.4,2.6,0.,0.,0.,0.1,42.9
65,"Bennett, Michael",PHI,DL,26.6,13.9,7.4,1.,0.,0.4,0.,0.,42.3
66,"Zettel, Anthony",DET,DL,29.,10.4,5.5,0.,0.,0.9,0.8,0.,41.4
67,"Bullard, Jonathan",CHI,DL,28.6,14.,1.9,1.8,0.,0.8,0.6,0.,40.7
68,"Daniels, Mike",GBP,DL,28.9,13.7,2.8,0.7,0.,0.5,0.,0.,39.7
69,"Lawson, Shaq",BUF,DL,21.8,21.9,3.8,2.4,0.,0.2,0.,0.,39.1
70,"Irving, David",DAL,DL,19.4,9.8,8.4,4.9,0.,1.3,0.2,0.,39.1
71,"Jones, Chris",KCC,DL,22.,14.4,3.1,5.,0.1,1.6,0.,0.,39.
72,"Billings, Andrew",CIN,DL,26.9,17.3,2.4,1.1,0.,0.,0.,0.,39.
73,"Clayborn, Adrian",NEP,DL,26.8,14.7,4.9,0.,0.,0.,0.,0.2,39.
74,"Goldman, Eddie",CHI,DL,27.5,17.5,2.3,0.,0.,0.,0.,0.,38.6
75,"Tomlinson, Dalvin",NYG,DL,30.,13.4,0.9,0.8,0.,0.,0.,0.,38.4
76,"Gregory, Randy",DAL,DL,22.8,12.9,5.5,2.1,0.,0.8,0.3,0.,37.9
77,"Logan, Bennie",TEN,DL,28.1,15.5,0.9,0.6,0.,0.,0.,0.,37.3
78,"Rankins, Sheldon",NOR,DL,25.3,12.,3.6,0.5,0.1,1.,0.,0.,36.6
79,"Alualu, Tyson",PIT,DL,26.,11.5,3.4,1.,0.,0.3,0.,0.,36.5
80,"Curry, Vinny",TBB,DL,24.5,17.,2.4,0.2,0.,0.9,0.,0.,36.5
81,"Payne, Da'Ron",WAS,DL,22.8,19.5,1.7,1.3,0.,0.5,0.,0.,36.
82,"Hunt, Margus",IND,DL,24.7,15.5,1.1,2.4,0.,0.,0.,0.,35.9
83,"Peko, Domata",DEN,DL,23.2,18.2,1.1,2.1,0.,0.,0.,0.,35.6
84,"McLendon, Steve",NYJ,DL,24.6,16.1,1.7,0.2,0.,0.4,0.1,0.,35.1
85,"Robinson, A'Shawn",DET,DL,22.,15.5,0.5,3.9,0.2,0.4,0.,0.1,35.
86,"Williams, Kyle",BUF,DL,20.1,20.3,3.2,1.5,0.,0.,0.,0.,34.9
87,"Mauro, Josh",NYG,DL,23.8,14.4,1.4,1.5,0.,0.8,0.,0.,34.7
88,"Spence, Noah",TBB,DL,22.,10.2,4.4,1.3,0.,1.7,0.,0.,34.5
89,"Gotsis, Adam",DEN,DL,21.3,14.1,0.8,3.8,0.,0.,0.,0.,32.9
90,"Ellis, Justin",OAK,DL,23.6,17.4,0.3,0.2,0.,0.,0.,0.,32.7
91,"Reed, Brooks",ATL,DL,21.6,14.7,2.7,0.4,0.,0.,0.,0.,32.1
92,"Branch, Alan",FA,DL,19.1,17.7,1.9,1.8,0.,0.,0.,0.,31.5
93,"Long, Chris",PHI,DL,18.6,11.3,3.9,0.3,0.,2.7,0.1,0.,31.2
94,"Wise, Deatrich",NEP,DL,19.2,13.6,4.,0.7,0.,0.,0.,0.,30.7
95,"Smith, Chris",CLE,DL,19.5,11.9,2.3,2.3,0.,0.5,0.,0.,30.5
96,"Carradine, Cornellius",OAK,DL,22.1,11.6,2.,0.4,0.,0.,0.,0.,30.3
97,"Rivers, Derek",NEP,DL,21.7,9.9,2.1,0.9,0.,0.5,0.,0.,30.1
98,"McGee, Stacy",WAS,DL,21.5,15.,0.1,0.9,0.,0.,0.,0.,30.1
99,"Armstead, Arik",SFO,DL,19.3,9.2,3.5,1.5,0.,0.6,0.5,0.,30.
100,"Dareus, Marcell",JAC,DL,22.9,4.5,3.4,1.,0.,0.4,0.,0.,29.9
101,"Horton, Wes",CAR,DL,13.5,9.1,6.2,0.,0.,3.4,1.8,0.,29.5
102,"Green, Rasheem",SEA,DL,20.,11.,2.8,1.2,0.,0.,0.,0.,29.5
103,"Poe, Dontari",CAR,DL,20.4,13.5,1.2,1.1,0.,0.,0.,0.,29.5
104,"Mebane, Brandon",LAC,DL,20.3,13.5,0.6,0.6,0.4,0.1,0.1,0.,29.2
105,"Glasgow, Ryan",CIN,DL,21.2,11.4,0.7,1.5,0.,0.,0.,0.,29.1
106,"Golden, Markus",ARZ,DL,22.2,6.8,1.3,0.8,0.,0.6,0.2,0.,28.5
107,"Lowry, Dean",GBP,DL,16.9,13.6,2.3,2.3,0.,0.,0.,0.2,28.4
108,"Covington, Christian",HOU,DL,18.7,14.2,0.9,0.5,0.,0.8,0.,0.,28.
109,"Phillips, Jordan",MIA,DL,17.8,10.4,2.3,2.5,0.,0.,0.,0.,27.8
110,"Johnson, Tom",SEA,DL,19.4,11.6,2.2,0.3,0.,0.,0.,0.,27.7
111,"Hargrave, Javon",PIT,DL,19.7,8.7,1.7,0.7,0.,0.9,0.,0.,27.4
112,"Jones, DaQuan",TEN,DL,18.6,9.3,2.9,0.5,0.,0.,0.,0.,26.6
113,"Crawford, Tyrone",DAL,DL,16.9,10.1,2.6,1.5,0.,0.3,0.3,0.,26.6
114,"Charlton, Taco",DAL,DL,17.7,6.8,2.8,1.1,0.,0.9,0.4,0.,26.4
115,"Branch, Andre",MIA,DL,16.,11.1,4.,0.7,0.,0.1,0.,0.,26.3
116,"McKinley, Takkarist",ATL,DL,14.4,6.4,5.6,1.2,0.,1.3,0.6,0.,26.2
117,"Smart, Tanzel",LAR,DL,18.1,8.9,0.6,2.6,0.,0.3,0.,0.,26.1
118,"Reader, D.J.",HOU,DL,15.5,18.4,0.9,0.4,0.,0.,0.,0.,26.1
119,"Hood, Evander",WAS,DL,17.,15.3,0.7,0.7,0.,0.,0.,0.,26.
120,"Hayes, William",MIA,DL,19.1,6.8,2.4,0.7,0.,0.2,0.,0.,25.8
121,"Thomas, Robert",FA,DL,17.9,11.1,1.8,0.4,0.,0.,0.,0.,25.7
122,"Urban, Brent",BAL,DL,17.6,9.8,1.1,1.8,0.,0.,0.,0.,25.5
123,"Williams, Xavier",KCC,DL,16.7,8.3,2.,1.2,0.,1.,0.,0.,25.1
124,"Kerr, Zach",DEN,DL,14.4,16.,1.4,1.1,0.,0.,0.,0.,24.9
125,"Mitchell, Earl",SFO,DL,14.4,11.6,0.9,3.7,0.,0.,0.,0.,24.9
126,"Walker, Tyrunn",FA,DL,15.3,10.1,0.9,2.4,0.,0.5,0.5,0.,24.7
127,"Hurst, Maurice",OAK,DL,17.,11.1,0.6,1.1,0.,0.,0.,0.,24.2
128,"Ogunjobi, Larry",CLE,DL,17.3,12.,0.6,0.3,0.,0.,0.,0.,24.2
129,"Coley, Trevon",CLE,DL,13.6,14.8,1.4,1.6,0.,0.,0.,0.,24.1
130,"Marsh, Cassius",SFO,DL,16.3,7.2,1.3,1.6,0.,1.3,0.,0.,24.1
131,"Autry, Denico",IND,DL,13.,12.2,1.9,2.9,0.,0.,0.,0.,23.8
132,"Peters, Corey",ARZ,DL,18.2,7.2,1.5,0.3,0.,0.,0.,0.,23.7
133,"Williams, Sylvester",DET,DL,16.4,10.2,1.6,0.5,0.,0.,0.,0.,23.7
134,"Jones, Nazair",SEA,DL,12.6,9.5,0.9,3.1,0.7,0.3,0.3,0.,23.4
135,"Hendrickson, Trey",NOR,DL,14.8,9.4,1.4,2.3,0.,0.2,0.,0.,23.3
136,"Ridgeway, Hassan",IND,DL,11.8,16.2,3.1,0.2,0.,0.,0.,0.,23.3
137,"Jordan, Dion",SEA,DL,12.8,10.8,3.6,0.7,0.,0.6,0.,0.,23.2
138,"Westbrooks, Ethan",LAR,DL,15.,8.,3.1,0.9,0.,0.,0.,0.,23.
139,"Ioannidis, Matt",WAS,DL,13.7,11.2,2.7,0.2,0.,0.5,0.,0.,22.7
140,"Pennel, Mike",NYJ,DL,14.7,15.3,0.,0.,0.,0.,0.,0.,22.3
141,"Harris, Charles",MIA,DL,15.1,7.,2.,1.4,0.,0.,0.,0.,22.
142,"Weatherly, Stephen",MIN,DL,12.1,16.3,0.6,0.9,0.,0.,0.,0.,21.8
143,"Shelton, Danny",NEP,DL,15.,10.4,0.4,0.4,0.,0.,0.,0.,21.
144,"Willis, Jordan",CIN,DL,16.2,9.2,0.2,0.,0.,0.,0.,0.,21.
145,"Murphy, Trent",BUF,DL,15.3,8.1,1.,0.3,0.,0.,0.,0.,20.7
146,"Lotulelei, Star",BUF,DL,8.6,20.4,1.6,0.,0.,0.,0.,0.,20.4
147,"Orchard, Nate",FA,DL,12.4,11.2,1.5,0.5,0.,0.2,0.,0.,20.1
148,"Anderson, Henry",NYJ,DL,13.,9.9,1.1,0.6,0.,0.5,0.,0.,20.1
149,"Muhammad, Al-Quadin",FA,DL,14.3,9.,0.4,0.8,0.,0.,0.,0.,20.1
150,"Vanderdoes, Eddie",OAK,DL,15.3,8.6,0.1,0.3,0.,0.,0.,0.,20.
151,"Robertson-Harris, Roy",CHI,DL,12.9,9.9,1.,1.,0.,0.,0.,0.,19.9
152,"Johnson, Austin",TEN,DL,13.5,7.1,0.5,2.2,0.,0.,0.,0.,19.8
153,"Crawford, Jack",ATL,DL,13.7,11.1,0.5,0.,0.,0.,0.,0.,19.8
154,"Jernigan, Timmy",PHI,DL,11.6,12.2,1.5,0.,0.,0.,0.,0.,19.2
155,"Bennett, Michael",JAC,DL,14.1,2.3,1.6,2.3,0.,0.,0.,0.2,19.2
156,"Wynn, Kerry",NYG,DL,12.7,7.5,2.2,0.,0.,0.2,0.,0.,18.8
157,"Kikaha,  Hau'oli",FA,DL,9.6,8.6,2.4,2.2,0.,0.,0.,0.,18.4
158,"Heath, Joel",HOU,DL,13.2,6.2,1.8,0.,0.,0.,0.,0.,18.
159,"Mayowa, Benson",ARZ,DL,13.1,8.3,0.7,0.,0.,0.,0.,0.,18.
160,"Nkemdiche, Robert",ARZ,DL,10.4,5.8,0.1,0.9,0.,1.3,0.6,0.2,16.2
161,"Jenkins, Jarvis",KCC,DL,12.5,4.7,1.,0.2,0.,0.,0.,0.,16.1
162,"Collins, Maliek",DAL,DL,8.5,8.3,1.9,0.,0.,0.5,0.5,0.,15.6
163,"Cox, Bryan",CAR,DL,10.1,9.8,0.5,0.,0.,0.,0.,0.,15.5
164,"Rucker, Frostee",OAK,DL,11.,5.,0.8,0.5,0.,0.,0.,0.,14.8
165,"Cooper, Xavier",FA,DL,7.3,12.1,0.4,0.8,0.,0.,0.,0.,14.6
166,"Vea, Vita",TBB,DL,9.6,7.2,0.7,0.4,0.,0.,0.,0.,14.3
167,"Hester, Treyvon",OAK,DL,6.4,8.,0.,0.,0.,0.7,0.,0.,11.2
168,"Ngata, Haloti",PHI,DL,7.,3.2,1.,0.8,0.,0.,0.,0.2,10.4
169,"Walker, Vance",DEN,DL,0.6,3.5,0.,0.,0.,0.,0.,0.,2.4
170,"Adams, Montravius",GBP,DL,0.,2.,0.,0.,0.,0.,0.,0.,1.
