Rank,Player,Team,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
25,"Watkins, Sammy",KCC,WR,126.,17.8,68.,797.2,7.8,4.1,2.4,0.,0.,0.,1.3,3.2,1.6,0.5,0.2,4.4,0.,44.6,35.9,0.,12.,127.
26,"Crabtree, Michael",BAL,WR,121.3,16.4,62.5,763.2,7.9,4.3,0.8,0.9,1.,0.9,0.,5.6,1.5,0.5,0.2,5.5,0.,0.,57.,0.,15.5,126.7
27,"Cole, Keelan",JAC,WR,118.9,7.3,71.2,1004.7,4.,3.7,0.,0.3,0.,0.,0.,12.,2.,0.7,0.3,11.5,0.,4.7,51.5,0.5,7.2,125.5
28,"Gordon, Josh",CLE,WR,149.9,7.5,65.4,1067.2,2.9,0.4,2.1,0.4,0.,0.,0.,4.3,2.1,0.7,0.3,9.,0.,8.7,0.,0.,10.1,125.
29,"Stills, Kenny",MIA,WR,119.7,13.5,62.8,888.2,6.5,1.5,0.9,3.2,0.,0.,0.8,11.2,1.8,0.6,0.2,0.,0.,2.,10.4,1.6,14.3,124.5
30,"Thomas, Demaryius",DEN,WR,149.6,18.8,82.9,960.1,5.1,3.2,1.,0.5,0.,0.,0.4,5.8,1.9,0.6,0.2,0.,0.,0.,0.,1.9,14.5,123.6
31,"Anderson, Robby",NYJ,WR,117.,11.9,60.8,879.8,5.7,0.,0.6,1.8,1.2,1.,1.,11.5,1.8,0.6,0.2,15.4,0.,0.,0.,0.,14.3,123.5
32,"Thielen, Adam",MIN,WR,129.1,18.9,75.3,1014.9,3.6,1.2,0.9,0.,0.,0.,1.5,10.9,2.,0.7,0.3,7.5,0.,1.1,3.1,1.9,12.7,119.7
33,"Woods, Robert",LAR,WR,114.1,16.,68.7,898.9,4.7,2.9,0.4,0.2,0.,0.,1.1,11.6,1.8,0.6,0.2,30.1,0.,9.2,0.,0.7,9.2,119.4
34,"Ginn Jr., Ted",NOR,WR,88.9,5.6,59.2,868.4,4.5,0.2,0.,0.4,1.,0.5,2.3,11.1,1.7,0.6,0.2,49.9,0.,77.8,49.6,0.,9.7,118.7
35,"Tate, Golden",DET,WR,116.3,7.9,77.4,926.1,4.2,1.2,0.5,0.7,0.,1.3,0.5,11.7,1.9,0.6,0.2,18.2,0.,19.,-0.6,1.,9.,117.6
36,"Nelson, Jordy",OAK,WR,147.7,15.3,84.1,747.1,5.7,4.1,0.8,0.,0.8,0.,0.,3.,1.5,0.5,0.2,30.1,1.1,0.,97.7,0.7,13.7,117.1
37,"Parker, DeVante",MIA,WR,115.5,12.2,73.3,854.6,5.5,3.7,0.,1.,0.,0.,0.8,10.9,1.7,0.6,0.2,-1.4,0.,14.3,0.,1.1,12.3,116.2
38,"Garcon, Pierre",SFO,WR,115.2,11.9,69.7,950.7,3.1,1.6,0.9,0.,0.,0.,0.6,11.8,1.9,0.6,0.2,12.1,0.,19.9,7.3,0.3,8.7,114.1
39,"Jackson, DeSean",TBB,WR,116.6,9.4,62.4,926.5,3.1,1.6,0.5,0.6,0.,0.,0.3,11.7,1.9,0.6,0.2,19.1,0.,0.,0.,0.,6.3,113.7
40,"Funchess, Devin",CAR,WR,88.4,13.5,48.5,726.2,6.9,1.5,2.1,1.5,1.1,0.3,0.3,2.9,1.5,0.5,0.2,3.3,0.,11.,4.,0.2,11.4,113.7
41,"Williams, Tyrell",LAC,WR,86.6,4.8,50.8,821.7,5.3,0.8,0.1,1.6,0.,0.4,2.3,3.3,1.6,0.5,0.2,0.,0.,0.,0.,0.8,7.3,112.4
42,"Kupp, Cooper",LAR,WR,108.4,22.2,66.2,843.7,4.9,1.2,3.6,0.,0.,0.,0.,6.1,1.7,0.6,0.2,4.7,0.,35.4,0.,1.1,12.1,111.7
43,"Agholor, Nelson",PHI,WR,91.2,11.6,59.9,695.4,6.3,0.7,3.,0.7,0.,0.9,0.9,3.3,1.4,0.5,0.2,33.6,0.,2.2,0.,0.,14.1,110.6
44,"Sanders, Emmanuel",DEN,WR,139.6,16.3,71.2,883.,2.8,1.6,0.5,0.,0.5,0.2,0.,9.,1.8,0.6,0.2,2.,0.,4.,0.,0.,9.4,105.3
45,"Sanu, Mohamed",ATL,WR,98.7,13.7,65.4,746.,4.7,3.5,1.,0.,0.,0.1,0.,4.,1.5,0.5,0.2,9.1,0.,0.,3.9,0.,11.2,103.7
46,"Williams, Terrance",DAL,WR,86.,9.2,53.4,706.8,4.9,1.7,0.8,1.,0.8,0.,0.6,3.3,1.4,0.5,0.2,4.7,0.,0.,0.,0.3,8.8,100.
47,"Shepard, Sterling",NYG,WR,111.6,16.8,62.9,754.7,3.7,1.3,0.9,0.5,0.,0.,1.,3.5,1.5,0.5,0.2,18.3,0.,0.,0.,0.,10.9,99.8
48,"Richardson, Paul",WAS,WR,98.2,13.2,46.7,675.5,5.1,1.6,1.3,0.,0.6,0.7,0.8,2.7,1.4,0.5,0.2,3.2,0.,54.2,0.,0.3,10.3,97.8
49,"Crowder, Jamison",WAS,WR,84.,9.4,52.9,744.4,4.2,1.,1.7,0.4,0.,0.7,0.4,3.5,1.5,0.5,0.2,15.2,0.,142.7,0.,2.,9.1,97.2
50,"Bryant, Dez",FA,WR,122.2,19.1,57.8,699.9,5.,1.7,2.5,0.,0.,0.,0.8,0.,0.,0.,0.,0.,0.,0.,0.,2.1,14.4,95.8
51,"Golladay, Kenny",DET,WR,96.7,11.8,48.8,759.,2.6,0.3,0.5,0.,0.,0.3,1.5,3.,1.5,0.5,0.2,10.8,0.,0.,17.,0.3,8.2,92.7
52,"Dorsett, Phillip",NEP,WR,82.6,10.9,49.5,708.4,3.2,2.,0.6,0.,0.,0.3,0.4,2.8,1.4,0.5,0.2,8.8,0.,28.,5.1,0.,7.9,91.2
53,"Fuller, Will",HOU,WR,78.5,6.1,57.3,688.1,3.5,1.,0.9,0.3,0.5,0.5,0.3,2.1,1.,0.3,0.1,4.8,0.,161.8,20.,0.,8.,90.1
54,"Doctson, Josh",WAS,WR,84.3,15.9,39.5,566.2,5.3,1.,2.9,0.,0.,0.5,0.8,2.3,1.1,0.4,0.1,-9.1,0.,15.6,0.,0.2,12.3,87.4
55,"Moncrief, Donte",JAC,WR,77.5,8.8,44.6,646.8,3.9,1.6,0.8,0.,0.,0.,1.5,2.6,1.3,0.4,0.2,0.,0.,6.8,0.,0.9,9.1,86.2
56,"Williams, Chad",ARZ,WR,80.9,9.3,34.5,491.5,5.5,1.5,2.1,1.4,0.,0.3,0.3,2.,1.,0.3,0.1,18.3,0.,1.5,6.4,0.,8.6,85.8
57,"Williams, Mike",LAC,WR,59.5,10.3,24.,818.,0.5,0.,0.,0.,0.,0.5,0.,0.8,0.4,0.1,0.1,6.9,0.,93.9,66.1,0.,7.1,85.6
58,"Meredith, Cameron",NOR,WR,33.1,4.8,19.5,805.,0.8,0.,0.8,0.,0.,0.,0.,1.1,0.6,0.2,0.1,0.,0.,20.9,22.4,0.,4.2,85.1
59,"Benjamin, Travis",LAC,WR,65.5,2.4,33.7,568.2,3.6,0.2,0.,0.5,0.7,1.,1.2,2.3,1.1,0.4,0.1,63.,0.,179.8,18.7,0.,6.,84.9
60,"Cobb, Randall",GBP,WR,89.7,9.7,60.,611.3,3.5,0.7,1.,0.,1.5,0.2,0.2,2.4,1.2,0.4,0.2,7.4,0.,0.,0.,0.,9.1,84.
61,"Wallace, Mike",PHI,WR,99.2,13.4,53.2,680.4,2.6,2.,0.,0.6,0.,0.,0.,2.7,1.4,0.5,0.2,2.3,0.,0.,0.,0.9,8.3,82.
62,"Lockett, Tyler",SEA,WR,66.2,6.7,42.,582.,3.2,1.9,0.,0.,0.2,0.,1.2,2.3,1.2,0.4,0.1,24.6,0.,108.8,689.5,0.,7.7,80.1
63,"Benjamin, Kelvin",BUF,WR,70.3,11.1,40.,565.,3.5,1.6,0.6,0.9,0.4,0.,0.,2.3,1.1,0.4,0.1,0.,0.,7.2,3.,0.,9.6,77.7
64,"Hurns, Allen",DAL,WR,88.9,9.7,53.8,619.5,2.9,1.7,1.1,0.,0.,0.,0.,2.5,1.2,0.4,0.2,0.,0.,27.1,13.9,0.9,6.9,77.5
65,"Ross, John",CIN,WR,92.3,10.1,50.8,634.,2.7,0.9,0.,1.4,0.1,0.3,0.,2.5,1.3,0.4,0.2,0.8,0.,20.9,23.7,1.1,7.,77.2
66,"Humphries, Adam",TBB,WR,87.2,8.6,58.8,647.9,1.9,0.5,1.,0.,0.,0.4,0.,2.6,1.3,0.4,0.2,8.5,0.,95.4,9.5,0.1,5.7,76.7
67,"Nelson, J.J.",ARZ,WR,69.1,6.3,29.,529.,3.3,1.1,0.8,0.,0.,1.,0.4,2.1,1.1,0.4,0.1,20.3,0.5,1.2,0.,0.5,8.3,76.7
68,"Ridley, Calvin",ATL,WR,82.8,9.4,56.,629.,1.6,1.6,0.1,0.,0.,0.,0.,2.5,1.3,0.4,0.2,39.7,0.,0.,6.7,0.,6.5,76.5
69,"Matthews, Rishard",TEN,WR,75.3,6.3,44.3,607.5,2.3,0.6,0.7,0.,0.,0.,1.,2.4,1.2,0.4,0.2,-1.8,0.,0.,0.,0.,6.9,74.6
70,"Allison, Geronimo",GBP,WR,95.6,10.8,56.7,577.1,2.1,0.6,1.,0.3,0.3,0.,0.,2.3,1.2,0.4,0.1,32.4,0.3,0.,19.9,1.5,7.4,72.7
71,"Kearse, Jermaine",NYJ,WR,74.1,5.8,44.1,525.5,3.6,0.6,0.7,1.3,1.,0.,0.,2.1,1.1,0.4,0.1,0.,0.,22.2,0.,0.8,6.7,72.5
72,"Enunwa, Quincy",NYJ,WR,76.,8.,38.8,576.1,2.,0.,0.,1.4,0.,0.,0.6,2.3,1.2,0.4,0.1,6.8,0.,11.1,0.,0.,7.1,70.3
73,"Goodwin, Marquise",SFO,WR,64.9,9.7,30.2,547.2,1.4,0.4,0.2,0.,0.,0.,0.8,2.2,1.1,0.4,0.1,13.6,0.,1.4,0.,0.,6.3,64.2
74,"Bryant, Martavis",FA,WR,83.4,9.,47.9,506.7,1.8,0.8,0.9,0.,0.,0.,0.,2.,1.,0.3,0.1,9.3,0.,0.,118.,0.,4.7,63.5
75,"Brown, John",BAL,WR,81.2,8.5,35.9,433.,3.1,1.4,1.7,0.,0.,0.,0.,1.7,0.9,0.3,0.1,7.9,0.,0.8,169.1,0.,4.3,62.7
76,"Amendola, Danny",MIA,WR,92.5,11.6,52.9,573.1,0.9,0.6,0.,0.3,0.,0.,0.,2.3,1.1,0.4,0.1,4.2,0.,177.7,35.9,0.7,4.9,61.6
77,"Grant, Ryan",IND,WR,71.8,5.9,39.7,490.3,1.9,0.5,0.5,0.,0.,0.5,0.4,2.,1.,0.3,0.1,0.,0.,7.6,0.,0.,3.7,60.7
78,"Gallup, Michael",DAL,WR,85.5,9.,43.1,505.1,1.7,0.,0.6,1.1,0.,0.,0.,2.,1.,0.3,0.1,3.7,0.,1.1,1.9,0.5,6.3,60.2
79,"Moore, D.J.",CAR,WR,52.7,10.7,17.9,600.,0.,0.,0.,0.,0.,0.,0.,0.9,0.5,0.2,0.1,9.8,0.,13.8,496.5,0.6,6.4,59.7
80,"Boyd, Tyler",CIN,WR,64.5,7.6,43.,465.2,1.9,1.2,0.,0.,0.,0.6,0.,1.9,0.9,0.3,0.1,19.4,0.,15.5,48.3,0.4,3.6,58.7
81,"Westbrook, Dede",JAC,WR,92.3,4.5,41.2,544.4,0.6,0.2,0.1,0.,0.,0.,0.2,2.2,1.1,0.4,0.1,0.,0.,25.8,39.2,0.,4.1,58.
82,"Godwin, Chris",TBB,WR,57.9,7.6,32.8,519.1,0.8,0.,0.,0.,0.8,0.,0.,2.1,1.,0.3,0.1,0.1,0.,6.4,0.,0.,6.9,56.8
83,"Kerley, Jeremy",BUF,WR,68.4,5.3,38.8,470.4,1.4,0.8,0.,0.,0.6,0.,0.,1.9,0.9,0.3,0.1,0.,0.,48.9,45.5,0.6,5.3,54.
84,"Hollins, Mack",PHI,WR,64.1,6.6,40.3,458.4,1.2,0.2,0.3,0.,0.,0.,0.6,1.8,0.9,0.3,0.1,4.2,0.,0.,12.1,0.,4.7,53.4
85,"Smith, Torrey",CAR,WR,70.5,5.6,36.5,426.9,1.5,0.,0.6,0.,0.3,0.,0.6,1.7,0.9,0.3,0.1,13.4,0.,34.4,50.9,0.,3.5,53.
86,"Roberts, Seth",OAK,WR,74.4,11.2,41.,413.7,1.8,0.8,0.8,0.,0.,0.1,0.,1.7,0.8,0.3,0.1,0.,0.,0.,11.6,1.2,6.3,51.2
87,"White, Kevin",CHI,WR,80.2,10.9,30.1,452.,0.8,0.,0.8,0.,0.,0.,0.,1.1,0.6,0.2,0.1,10.6,0.,8.9,135.1,0.5,7.3,49.8
88,"Bellamy, Josh",CHI,WR,51.5,3.3,24.3,378.9,1.8,0.,1.,0.,0.,0.8,0.,1.5,0.8,0.3,0.1,20.1,0.,0.,9.1,0.4,4.4,49.8
89,"Rogers, Chester",IND,WR,62.5,4.,31.7,418.7,0.9,0.,0.,0.,0.,0.,0.9,1.7,0.8,0.3,0.1,5.,0.,129.9,6.6,0.,2.2,47.6
90,"Moore, Chris",BAL,WR,48.6,5.4,24.2,298.1,2.7,1.4,0.6,0.,0.8,0.,0.,1.2,0.6,0.2,0.1,10.6,0.,40.2,346.1,0.,4.2,47.
91,"Beasley, Cole",DAL,WR,62.8,6.8,33.,329.4,2.3,1.7,0.3,0.,0.3,0.,0.,1.3,0.7,0.2,0.1,5.,0.,19.5,0.,0.,4.5,47.
92,"Brown, Jaron",SEA,WR,52.8,8.2,18.3,288.8,2.8,0.6,0.,1.6,0.,0.,0.6,1.2,0.6,0.2,0.1,0.8,0.,2.9,10.7,0.,5.4,45.9
93,"Wilson, Albert",MIA,WR,56.4,8.9,30.2,372.4,1.6,0.5,0.5,0.,0.,0.,0.5,1.5,0.7,0.2,0.1,4.2,0.,55.1,42.2,0.8,2.6,45.5
94,"Higgins, Rashard",CLE,WR,51.7,6.1,29.,345.8,2.1,0.9,0.2,0.,0.,0.,0.9,1.4,0.7,0.2,0.1,2.3,0.,0.,10.,1.2,4.4,44.7
95,"Latimer, Cody",NYG,WR,60.2,5.4,31.6,396.9,0.8,0.,0.,0.8,0.,0.,0.,1.6,0.8,0.3,0.1,-5.5,0.,27.,117.3,0.,1.9,44.4
96,"Washington, James",PIT,WR,50.5,9.3,23.9,265.9,1.7,1.,0.7,0.,0.,0.,0.,1.1,0.5,0.2,0.1,9.9,0.8,34.,6.2,0.,5.5,42.7
97,"Jones, T.J.",DET,WR,47.7,6.4,25.9,331.8,1.1,1.1,0.,0.,0.,0.,0.,1.3,0.7,0.2,0.1,0.,0.,57.2,191.8,0.,3.9,41.1
98,"Conley, Chris",KCC,WR,56.6,8.3,32.9,401.,0.1,0.1,0.,0.,0.,0.,0.,1.6,0.8,0.3,0.1,5.1,0.,0.,49.4,0.,1.8,41.
99,"Ellington, Bruce",HOU,WR,68.9,9.6,30.4,312.8,1.4,0.2,0.,1.1,0.,0.,0.,1.3,0.6,0.2,0.1,14.7,0.,50.2,0.,0.,5.9,40.9
100,"Miller, Anthony",CHI,WR,61.2,5.8,30.6,352.9,0.8,0.8,0.,0.,0.,0.,0.,1.4,0.7,0.2,0.1,9.4,0.,10.7,21.2,0.,3.5,40.8
101,"Taylor, Taywan",TEN,WR,57.8,2.8,30.7,353.5,0.4,0.,0.,0.2,0.,0.,0.1,1.4,0.7,0.2,0.1,28.5,0.,0.,0.,0.2,1.3,40.1
102,"Jones, Zay",BUF,WR,59.6,6.3,23.5,299.,1.5,0.,1.5,0.,0.,0.,0.,1.2,0.6,0.2,0.1,1.7,0.,39.4,64.2,0.,5.4,39.2
103,"Taylor, Trent",SFO,WR,46.6,4.8,28.8,312.5,1.4,1.3,0.,0.,0.,0.2,0.,1.3,0.6,0.2,0.1,0.,0.,166.,6.9,1.1,3.5,37.5
104,"Patterson, Cordarrelle",NEP,WR,50.,5.3,26.6,255.,0.,0.,0.,0.,0.,0.,0.,1.,0.5,0.2,0.1,54.9,1.,35.1,282.4,0.,4.8,37.1
105,"Gabriel, Taylor",CHI,WR,50.5,5.6,28.,312.,0.3,0.,0.,0.,0.,0.3,0.,1.2,0.6,0.2,0.1,24.1,0.,0.,7.6,0.,3.2,35.3
106,"Coleman, Brandon",FA,WR,23.6,3.3,14.8,244.6,1.7,0.2,0.8,0.8,0.,0.,0.,1.,0.5,0.2,0.1,0.,0.,0.,0.,0.,4.1,34.8
107,"Hardy, Justin",ATL,WR,28.,7.,17.,193.8,2.4,2.4,0.,0.,0.,0.,0.,0.8,0.4,0.1,0.,0.,0.,0.,5.9,0.,5.1,33.7
108,"Mitchell, Malcolm",FA,WR,36.2,10.6,22.5,244.9,1.5,1.5,0.,0.,0.,0.,0.,1.,0.5,0.2,0.1,0.,0.,0.,0.,0.,4.1,33.2
109,"Sharpe, Tajae",TEN,WR,47.7,2.2,19.6,242.2,1.1,0.,0.,0.,1.1,0.,0.,1.,0.5,0.2,0.1,2.9,0.,5.6,6.4,0.,2.3,30.8
110,"Fowler, Bennie",FA,WR,39.8,3.8,19.1,253.3,0.9,0.,0.,0.9,0.,0.,0.,1.,0.5,0.2,0.1,0.,0.,6.5,0.,0.,2.7,30.7
111,"Sutton, Courtland",DEN,WR,55.6,6.,27.9,303.7,0.,0.,0.,0.,0.,0.,0.,1.2,0.6,0.2,0.1,0.,0.,29.2,33.9,0.,2.4,30.4
112,"Marshall, Brandon",SEA,WR,56.2,6.6,27.8,244.7,0.4,0.4,0.,0.,0.,0.,0.,1.,0.5,0.2,0.1,7.7,0.,76.8,236.8,0.,5.3,28.4
113,"Holmes, Andre",BUF,WR,38.9,7.,16.3,156.4,2.,2.,0.,0.,0.,0.,0.,0.6,0.3,0.1,0.,1.5,0.,0.,4.3,0.,5.3,28.
114,"Valdes-Scantling, Marquez",GBP,WR,32.,3.7,18.7,151.9,0.4,0.4,0.,0.,0.,0.,0.,0.6,0.3,0.1,0.,46.,0.4,1.1,139.7,0.,2.4,24.6
115,"Erickson, Alex",CIN,WR,18.5,1.1,13.4,182.3,0.7,0.,0.,0.7,0.,0.,0.,0.7,0.4,0.1,0.,7.7,0.,212.4,682.9,0.4,1.3,22.4
116,"Snead, Willie",BAL,WR,38.6,3.3,18.7,192.5,0.,0.,0.,0.,0.,0.,0.,0.8,0.4,0.1,0.,0.5,0.4,71.7,54.2,0.,1.4,21.5
117,"Taylor, Jordan",DEN,WR,24.8,1.8,14.8,192.4,0.3,0.,0.,0.3,0.,0.,0.,0.8,0.4,0.1,0.,0.,0.,123.4,33.9,0.,2.1,20.9
118,"Robinson, Demarcus",KCC,WR,32.6,5.,16.6,184.5,0.4,0.,0.1,0.,0.,0.,0.3,0.7,0.4,0.1,0.,0.,0.,-0.6,28.2,0.,1.9,20.7
119,"Treadwell, Laquon",MIN,WR,39.8,1.6,20.1,201.9,0.,0.,0.,0.,0.,0.,0.,0.8,0.4,0.1,0.1,0.,0.,0.,55.,0.,2.2,20.2
120,"King, Tavarres",MIN,WR,23.9,2.2,10.6,129.1,1.2,0.6,0.3,0.,0.,0.,0.3,0.5,0.3,0.1,0.,3.1,0.,0.,0.,0.,1.2,20.1
121,"Martino, Freddie",TBB,WR,13.1,0.3,10.8,192.8,0.,0.,0.,0.,0.,0.,0.,0.8,0.4,0.1,0.,4.8,0.,20.5,31.7,0.,0.3,19.8
122,"Byrd, Damiere",CAR,WR,21.2,2.2,13.2,156.2,0.6,0.3,0.3,0.,0.,0.,0.,0.6,0.3,0.1,0.,0.,0.,14.1,349.2,0.,2.2,19.3
123,"Hunter, Justin",PIT,WR,26.,3.8,12.7,148.2,0.6,0.6,0.,0.,0.,0.,0.,0.6,0.3,0.1,0.,3.3,0.,7.5,29.6,0.,3.5,18.9
124,"Lewis, Tommylee",NOR,WR,17.8,2.7,11.5,130.9,0.9,0.,0.2,0.7,0.,0.,0.,0.5,0.3,0.1,0.,4.3,0.,3.7,135.2,0.3,1.8,18.7
125,"Wright, Jarius",CAR,WR,40.5,4.5,18.4,181.4,0.,0.,0.,0.,0.,0.,0.,0.7,0.4,0.1,0.,1.8,0.,14.8,31.4,0.,1.6,18.3
126,"Austin, Tavon",DAL,WR,19.2,0.5,7.8,37.2,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,143.2,0.,48.6,65.1,1.,1.6,16.
127,"Bourne, Kendrick",SFO,WR,30.6,6.2,11.2,152.3,0.,0.,0.,0.,0.,0.,0.,0.6,0.3,0.1,0.,0.,0.,7.2,136.9,0.,3.,15.2
128,"Kirk, Christian",ARZ,WR,34.6,0.4,12.5,162.5,0.,0.,0.,0.,0.,0.,0.,0.7,0.3,0.1,0.,8.9,0.,45.9,124.,1.,0.4,15.2
129,"Heyward-Bey, Darrius",PIT,WR,9.,2.8,4.3,65.6,0.5,0.5,0.,0.,0.,0.,0.,0.3,0.1,0.,0.,10.2,0.7,0.,7.6,0.,3.2,14.9
130,"Grant, Jakeem",MIA,WR,7.9,0.,4.5,89.2,1.2,0.,0.,0.7,0.,0.,0.5,0.4,0.2,0.1,0.,3.3,0.,133.1,387.4,0.9,1.2,14.7
131,"Reynolds, Josh",LAR,WR,28.4,5.8,14.1,115.4,0.1,0.1,0.,0.,0.,0.,0.,0.5,0.2,0.1,0.,45.8,0.,27.1,97.,1.1,4.7,14.6
132,"Thomas, De'Anthony",KCC,WR,9.2,1.4,8.2,72.7,1.,0.,0.8,0.,0.,0.,0.2,0.3,0.1,0.,0.,15.3,0.,14.4,356.9,0.,2.4,14.5
133,"Rogers, Eli",PIT,WR,25.4,5.8,13.6,114.4,0.4,0.,0.4,0.,0.,0.,0.,0.5,0.2,0.1,0.,1.,0.1,82.9,0.,0.1,2.7,14.3
134,"Quinn, Trey",WAS,WR,28.5,4.7,13.2,112.4,0.,0.,0.,0.,0.,0.,0.,0.4,0.2,0.1,0.,0.,0.,0.,12.,0.,3.6,11.2
135,"Henderson, Carlos",FA,WR,33.5,4.3,14.3,113.5,0.,0.,0.,0.,0.,0.,0.,0.5,0.2,0.1,0.,2.,0.,82.9,71.5,0.5,3.,10.8
