Rank,Player,Team,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
84,"Carrier, Derek",OAK,TE,6.6,1.2,4.3,41.5,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,0.,0.,0.,31.5,0.,0.9,4.2
85,"Grimble, Xavier",PIT,TE,11.3,2.1,4.5,35.1,0.1,0.,0.,0.1,0.,0.,0.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,1.7,4.1
86,"Stocker, Luke",TEN,TE,6.4,0.,3.5,33.5,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.3,3.3
87,"Thomas, Jordan",HOU,TE,9.,2.1,3.3,29.5,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,1.5,3.
88,"Wright, Tim",FA,TE,6.3,1.8,2.5,26.5,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,0.1,0.,0.,0.,0.,1.1,2.7
89,"Ellis, Alex",KCC,TE,4.6,1.6,2.1,24.1,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.,2.4
90,"Braunecker, Ben",CHI,TE,4.6,0.7,2.4,21.8,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.3,2.2
91,"Auclair, Antony",TBB,TE,6.4,0.3,3.6,28.5,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.5,0.,1.8
92,"Paulsen, Logan",ATL,TE,3.9,0.2,1.9,16.6,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.7
93,"Momah, Ifeanyi",ARZ,TE,6.,1.4,1.2,13.5,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.3,1.3
94,"Daniels, Darrell",SEA,TE,9.3,2.3,1.2,11.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.4,1.1
95,"Telfer, Randall",FA,TE,4.3,1.3,1.2,10.9,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.3,1.1
96,"Escobar, Gavin",FA,TE,3.6,0.8,0.8,5.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,5.1,0.,0.,3.6,0.,0.8,1.1
97,"Holmes, Gabe",ARZ,TE,10.8,2.8,1.6,10.5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7,0.,0.4,1.1
98,"Charles, Orson",CLE,TE,0.4,0.,0.4,7.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7
99,"Phillips, John",FA,TE,7.4,1.3,4.2,27.5,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,0.,0.,0.,0.,1.1,0.9,0.6
100,"Bell, Blake",FA,TE,1.4,0.,0.4,1.8,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6
101,"Andrews, Mark",BAL,TE,1.2,0.5,0.7,4.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,0.,0.,0.,0.1,0.2,0.3
102,"LaCosse, Matt",DEN,TE,3.8,0.6,0.3,2.7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,0.3
103,"Amaro, Jace",FA,TE,2.3,1.1,0.1,1.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.1,0.1
104,"Swoopes, Tyrone",FA,TE,4.8,0.4,0.,0.8,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1
105,"Griffin, Garrett",NOR,TE,0.1,0.,0.1,0.3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,23.7,0.,0.,0.
106,"Krieger Coble, Henry",FA,TE,1.3,0.,0.,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
107,"Culkin, Sean",LAC,TE,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
108,"Arnold, Dan",NOR,TE,5.9,1.2,1.3,10.7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.3,0.6,-1.5
