Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Johnson, David",ARZ,@PHI,RB,16.9,70.2,0.9,0.7,0.1,0.,0.,0.,0.,4.7,49.8,0.3,0.2,0.1,0.,4.,0.2,3.3,18.4
2,"Bell, Le'Veon",PIT,JAC,RB,17.9,85.7,0.5,0.5,0.,0.,0.,0.,0.,3.7,27.8,0.1,0.1,0.1,0.,0.,0.1,2.6,14.9
3,"Howard, Jordan",CHI,MIN,RB,15.9,81.,0.5,0.5,0.,0.,0.,0.,0.,1.9,19.1,0.1,0.1,0.,0.,0.,0.1,1.9,13.1
4,"Murray, DeMarco",TEN,@MIA,RB,16.6,68.8,0.4,0.3,0.,0.,0.,0.,0.1,3.,21.2,0.1,0.1,0.,0.,1.2,0.1,2.3,12.4
5,"McFadden, Darren",DAL,GBP,RB,16.6,83.4,0.4,0.3,0.,0.,0.,0.,0.1,2.3,17.4,0.,0.1,0.,0.,0.,0.2,3.6,12.1
6,"Miller, Lamar",HOU,KCC,RB,19.9,74.2,0.4,0.4,0.,0.,0.,0.,0.,2.4,14.7,0.1,0.1,0.,0.,0.,0.1,1.7,11.7
7,"Hyde, Carlos",SFO,@IND,RB,14.9,65.3,0.4,0.3,0.1,0.,0.,0.,0.,2.4,19.4,0.2,0.1,0.,0.,0.2,0.2,2.8,11.7
8,"Lynch, Marshawn",OAK,BAL,RB,11.7,53.2,0.7,0.4,0.,0.2,0.,0.,0.,2.5,20.9,0.1,0.1,0.,1.,0.,0.1,2.2,11.5
9,"Hunt, Kareem",KCC,@HOU,RB,13.9,60.1,0.3,0.3,0.,0.,0.,0.,0.,2.2,22.3,0.2,0.1,0.,0.,0.3,0.1,3.7,11.4
10,"McCoy, LeSean",BUF,@CIN,RB,12.1,61.2,0.5,0.3,0.1,0.,0.,0.,0.,2.5,19.3,0.1,0.1,0.,0.,0.,0.1,2.9,11.2
11,"Cook, Dalvin",MIN,@CHI,RB,12.7,53.3,0.4,0.3,0.1,0.,0.,0.,0.,2.9,21.2,0.2,0.1,0.,0.,0.,0.1,3.4,10.9
12,"Martin, Doug",TBB,NEP,RB,18.1,72.5,0.4,0.3,0.,0.,0.,0.,0.,2.,16.8,0.,0.1,0.,0.,0.,0.2,4.,10.8
13,"Gordon, Melvin",LAC,@NYG,RB,16.1,60.3,0.3,0.3,0.,0.,0.,0.,0.,3.1,26.7,0.1,0.1,0.1,0.,0.,0.3,2.7,10.6
