Rank,Player,Team,Opp,Position,Yds Allowed,Pts Agn,Scks,Int,Fum,DefTD,Safts,Pts
1,"Seahawks, Seattle",SEA,@LAR,D,127.6,8.8,3.6,0.5,0.9,0.,0.1,16.6
2,"Jets, New York",NYJ,@CLE,D,195.6,14.3,2.2,0.5,0.6,0.1,0.,14.3
3,"Patriots, New England",NEP,@TBB,D,274.1,14.9,2.6,1.4,0.8,0.1,0.,14.1
4,"Vikings, Minnesota",MIN,@CHI,D,272.2,17.8,3.2,0.7,0.7,0.2,0.,13.8
5,"Chiefs, Kansas City",KCC,@HOU,D,272.8,14.3,1.2,1.1,0.9,0.3,0.1,13.4
6,"Panthers, Carolina",CAR,@DET,D,312.3,20.8,3.5,1.4,1.1,0.,0.2,13.4
7,"Texans, Houston",HOU,KCC,D,264.6,19.7,2.5,1.7,0.4,0.,0.2,13.1
8,"Cardinals, Arizona",ARZ,@PHI,D,310.7,26.,3.8,0.7,1.1,0.2,0.,12.7
9,"Bills, Buffalo",BUF,@CIN,D,252.2,17.5,2.1,1.,0.4,0.,0.,11.5
10,"Steelers, Pittsburgh",PIT,JAC,D,313.6,21.9,2.8,0.9,1.,0.,0.1,10.6
11,"Rams, Los Angeles",LAR,SEA,D,280.6,25.,2.2,1.,0.3,0.,0.,10.4
12,"Colts, Indianapolis",IND,SFO,D,331.9,19.9,2.4,0.7,0.6,0.1,0.,10.3
13,"Ravens, Baltimore",BAL,@OAK,D,337.2,20.7,1.5,1.2,0.6,0.,0.,10.2
14,"Chargers, San Diego",LAC,@NYG,D,333.,27.7,2.4,1.1,0.4,0.2,0.,10.1
15,"Giants, New York",NYG,LAC,D,349.7,22.3,2.6,0.8,0.6,0.1,0.,10.
16,"Eagles, Philadelphia",PHI,ARZ,D,326.8,21.4,1.7,1.3,0.3,0.2,0.,10.
17,"Bengals, Cincinnati",CIN,BUF,D,326.2,15.5,2.3,1.,0.3,0.,0.1,9.8
18,"Browns, Cleveland",CLE,NYJ,D,293.1,21.3,2.,0.8,0.2,0.,0.,9.5
19,"Jaguars, Jacksonville",JAC,@PIT,D,344.9,24.7,1.9,0.6,0.4,0.2,0.,8.9
20,"Buccaneers, Tampa Bay",TBB,NEP,D,360.8,21.3,1.7,1.3,0.3,0.2,0.1,8.9
21,"Raiders, Oakland",OAK,BAL,D,378.2,25.5,1.4,1.1,0.8,0.1,0.,8.7
22,"Packers, Green Bay",GBP,@DAL,D,383.1,24.,1.8,1.3,0.6,0.,0.,8.6
23,"Titans, Tennessee",TEN,@MIA,D,364.2,23.2,2.4,0.6,0.7,0.1,0.,8.6
24,"Bears, Chicago",CHI,MIN,D,343.2,27.1,2.3,0.5,0.3,0.1,0.1,8.1
25,"Dolphins, Miami",MIA,TEN,D,396.,27.1,1.2,1.1,0.7,0.1,0.,8.1
26,"Cowboys, Dallas",DAL,GBP,D,388.4,26.2,2.5,0.7,0.5,0.,0.,7.8
27,"49ers, San Francisco",SFO,@IND,D,388.7,27.8,2.2,0.7,0.5,0.,0.2,7.5
28,"Lions, Detroit",DET,CAR,D,351.5,23.3,1.3,0.5,0.2,0.1,0.,6.2
