"Rank","Player","Team","Opp","Position","XP","XPA","FG","Att","10-19","20-29","30-39","40-49","50+","Miss","Pts"
1,"Zuerlein, Greg","LAR","BAL","K",2.8,2.9,2.3,2.7,0.,0.8,0.7,0.4,0.4,0.4,9.7
2,"Bryant, Matt","ATL","TBB","K",2.5,2.6,1.9,2.,0.,0.4,0.5,0.6,0.4,0.1,9.
3,"Gould, Robbie","SFO","GBP","K",1.7,1.8,2.1,2.2,0.,0.5,0.7,0.7,0.2,0.1,8.8
4,"Tucker, Justin","BAL","@LAR","K",2.2,2.2,2.,2.3,0.,0.6,0.7,0.5,0.3,0.3,8.5
5,"Gostkowski, Stephen","NEP","DAL","K",3.,3.1,1.8,2.1,0.,0.6,0.6,0.4,0.1,0.3,8.
6,"Lutz, Wil","NOS","CAR","K",2.8,2.9,1.6,1.8,0.,0.4,0.5,0.6,0.2,0.2,7.8
7,"Elliott, Jake","PHI","SEA","K",2.3,2.6,1.6,1.8,0.,0.4,0.5,0.6,0.2,0.2,7.7
8,"Carlson, Daniel","OAK","@NYJ","K",2.1,2.1,1.6,1.8,0.,0.3,0.3,0.8,0.3,0.2,7.6
9,"Boswell, Chris","PIT","@CIN","K",2.7,3.,1.6,1.9,0.,0.4,0.6,0.5,0.1,0.3,7.6
10,"Prater, Matt","DET","@WAS","K",2.,2.1,1.7,2.,0.1,0.4,0.6,0.4,0.3,0.2,7.4
11,"Myers, Jason","SEA","@PHI","K",2.2,2.4,1.5,1.7,0.,0.2,0.6,0.5,0.3,0.2,7.1
12,"Rosas, Aldrick","NYG","@CHI","K",1.7,1.9,1.6,1.8,0.,0.5,0.5,0.3,0.2,0.2,6.7
13,"Fairbairn, Ka'imi","HOU","IND","K",2.,2.2,1.6,1.9,0.,0.3,0.5,0.5,0.2,0.3,6.7
14,"Lambo, Josh","JAC","@TEN","K",1.8,1.9,1.5,1.7,0.,0.3,0.7,0.4,0.2,0.2,6.6
15,"Slye, Joey","CAR","@NOS","K",2.1,2.3,1.3,1.3,0.,0.4,0.5,0.3,0.2,0.1,6.4
16,"Succop, Ryan","TEN","JAC","K",1.7,1.9,1.6,1.9,0.,0.3,0.6,0.5,0.1,0.3,6.2
17,"Hauschka, Steven","BUF","DEN","K",1.6,1.7,1.5,1.9,0.,0.3,0.6,0.4,0.3,0.4,6.2
18,"Vinatieri, Adam","IND","@HOU","K",2.1,2.3,1.3,1.6,0.,0.5,0.3,0.3,0.2,0.3,6.1
19,"Sanders, Jason","MIA","@CLE","K",2.3,2.3,1.2,1.3,0.,0.5,0.2,0.4,0.1,0.1,6.
20,"Crosby, Mason","GBP","@SFO","K",2.,2.,1.3,1.6,0.,0.3,0.4,0.5,0.2,0.2,5.9
21,"Hopkins, Dustin","WAS","DET","K",1.5,1.5,1.4,1.6,0.,0.4,0.3,0.5,0.1,0.3,5.6
22,"Catanzaro, Chandler","Ret","Bye","K",1.7,2.,1.3,1.5,0.,0.3,0.5,0.2,0.2,0.2,5.5
23,"Bullock, Randy","CIN","PIT","K",2.,2.1,1.1,1.3,0.,0.3,0.4,0.3,0.1,0.2,5.3
24,"Maher, Brett","DAL","@NEP","K",1.9,1.9,1.3,1.8,0.,0.5,0.3,0.3,0.2,0.5,4.8
25,"Janikowski, Sebastian","Ret","Bye","K",2.,2.2,1.,1.3,0.,0.2,0.3,0.4,0.2,0.3,4.7
26,"Gay, Matt","TBB","@ATL","K",1.9,2.,1.2,1.7,0.,0.3,0.6,0.2,0.1,0.5,4.5
27,"McManus, Brandon","DEN","@BUF","K",1.7,1.7,1.1,1.5,0.,0.3,0.4,0.3,0.1,0.4,4.3
28,"Seibert, Austin","CLE","MIA","K",1.6,1.8,0.9,1.2,0.,0.2,0.4,0.3,0.1,0.3,3.8
29,"Pineiro, Eddy","CHI","NYG","K",1.4,1.4,0.9,1.1,0.,0.2,0.3,0.3,0.,0.3,3.4
"","","","","","","","","","","","","","","",""
