"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Ertz, Zach","PHI","SEA","TE",8.6,1.4,6.,60.,0.5,0.2,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.9,8.9
2,"Kittle, George","SFO","GBP","TE",7.,1.2,4.2,60.,0.2,0.1,0.,0.,0.,0.1,0.1,0.,0.,0.,0.,0.,0.8,7.5
3,"Ebron, Eric","IND","@HOU","TE",6.,1.1,3.5,38.,0.6,0.2,0.2,0.1,0.,0.,0.,-0.4,0.,0.,0.,0.1,0.8,7.2
4,"Howard, O.J.","TBB","@ATL","TE",4.4,0.7,2.9,42.,0.5,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.1,0.8,7.
5,"Olsen, Greg","CAR","@NOS","TE",5.7,1.1,3.5,41.,0.4,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8,6.6
6,"Engram, Evan","NYG","@CHI","TE",5.9,0.5,3.5,43.,0.2,0.2,0.1,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.6,6.
7,"Hooper, Austin","ATL","TBB","TE",5.5,0.6,4.4,42.,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,5.8
8,"McDonald, Vance","PIT","@CIN","TE",5.8,0.9,3.8,42.,0.3,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.8
9,"Andrews, Mark","BAL","@LAR","TE",3.9,0.7,2.5,39.,0.2,0.1,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.5,5.3
10,"Cook, Jared","NOS","CAR","TE",4.7,0.6,3.2,40.,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.7,5.3
11,"Davis, Vernon","WAS","DET","TE",4.1,0.3,2.5,37.,0.2,0.,0.,0.1,0.,0.,0.1,0.,0.,0.,0.,0.1,0.4,4.7
12,"Witten, Jason","DAL","@NEP","TE",5.,0.7,3.7,33.,0.2,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.4,4.7
13,"Njoku, David","CLE","MIA","TE",4.4,0.6,2.5,31.,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,4.5
14,"Dissly, Will","SEA","@PHI","TE",2.5,0.6,1.8,23.,0.4,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,4.4
