"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Hunt, Kareem","CLE","MIA","RB",16.8,75.,0.7,0.5,0.1,0.,0.1,0.,0.,3.8,0.8,2.8,36.,0.6,0.1,0.1,0.,15.,0.,2.9,18.6
2,"Kamara, Alvin","NOS","CAR","RB",12.1,56.,0.7,0.5,0.1,0.1,0.,0.,0.,6.9,1.4,5.3,50.,0.2,0.2,0.1,3.,25.,0.,2.6,16.1
3,"Michel, Sony","NEP","DAL","RB",18.4,85.,0.9,0.7,0.2,0.,0.,0.,0.,2.1,0.4,1.7,14.,0.1,0.1,0.,0.,4.,0.,2.6,16.
4,"Conner, James","PIT","@CIN","RB",16.5,76.,0.7,0.5,0.1,0.1,0.,0.,0.,5.2,0.6,4.1,37.,0.1,0.1,0.1,0.,0.,0.1,2.,15.9
5,"Chubb, Nick","CLE","MIA","RB",16.2,78.,0.6,0.5,0.,0.,0.,0.1,0.1,3.6,0.4,2.6,21.,0.2,0.1,0.,0.,0.,0.,1.7,14.5
6,"Barkley, Saquon","NYG","@CHI","RB",13.6,67.,0.5,0.3,0.,0.,0.,0.,0.2,5.9,0.6,4.2,31.,0.2,0.1,0.1,0.,0.,0.,1.9,13.8
7,"Gurley, Todd","LAR","BAL","RB",12.3,63.,0.7,0.5,0.1,0.,0.,0.,0.,4.,0.7,2.6,25.,0.1,0.1,0.1,0.,0.,0.1,2.1,13.8
8,"Montgomery, David","CHI","NYG","RB",12.9,56.,0.6,0.4,0.1,0.1,0.,0.,0.,4.5,0.8,3.4,32.,0.2,0.1,0.1,11.,2.,0.1,1.6,13.6
9,"Elliott, Ezekiel","DAL","@NEP","RB",16.9,75.,0.4,0.3,0.1,0.,0.,0.,0.,4.4,0.6,3.3,26.,0.1,0.1,0.1,0.,0.,0.1,1.6,13.2
10,"Fournette, Leonard","JAC","@TEN","RB",17.3,63.,0.6,0.5,0.,0.,0.,0.,0.1,3.9,0.3,3.,25.,0.1,0.1,0.1,0.,1.,0.,1.7,13.
11,"McCaffrey, Christian","CAR","@NOS","RB",9.9,45.,0.3,0.3,0.,0.,0.,0.,0.,7.2,0.8,5.6,47.,0.3,0.2,0.1,4.,1.,0.,1.8,12.9
12,"Mixon, Joe","CIN","PIT","RB",16.1,73.,0.5,0.4,0.1,0.,0.,0.,0.,3.7,0.4,2.9,23.,0.,0.1,0.1,0.,0.,0.1,1.7,12.7
13,"Jones, Aaron","GBP","@SFO","RB",13.1,65.,0.6,0.4,0.,0.1,0.1,0.,0.,4.,0.4,2.8,21.,0.1,0.1,0.,0.,1.,0.,1.3,12.6
14,"Henry, Derrick","TEN","JAC","RB",14.,67.,0.7,0.5,0.1,0.,0.,0.,0.1,1.6,0.2,1.2,11.,0.1,0.,0.,0.,0.,0.1,1.7,12.3
15,"Lindsay, Phillip","DEN","@BUF","RB",13.4,65.,0.5,0.3,0.,0.1,0.,0.1,0.,4.,0.4,2.9,20.,0.1,0.1,0.,1.,8.,0.,1.1,12.
