Carolina Panthers,Panthers,39.2,12.8,9.1,0.0,1.7,1.2,414.4,"6,044.8",95.3
,high,44.0,13.0,10.1,0.0,2.3,2.0,435.0,"6,044.8",96.8
,low,34.3,12.5,8.0,0.0,1.0,0.5,393.8,"6,044.8",96.0
Arizona Cardinals,Cardinals,42.2,9.8,9.5,0.0,2.2,0.3,404.8,"6,137.6",94.8
,high,43.0,12.6,9.9,0.0,2.5,0.6,431.0,"6,137.6",105.0
,low,41.4,7.0,9.0,0.0,2.0,0.0,378.5,"6,137.6",87.0
Chicago Bears,Bears,36.5,12.5,10.8,0.0,1.7,0.8,333.3,"5,475.2",94.8
,high,39.0,14.0,11.0,0.0,2.4,1.0,345.6,"5,475.2",109.4
,low,34.0,11.0,10.6,0.0,1.0,0.5,321.0,"5,475.2",86.0
Washington Football Team,Team,41.4,11.2,10.1,0.0,1.6,0.3,418.7,"6,054.4",94.3
,high,45.0,12.4,10.1,0.0,2.3,0.5,430.0,"6,054.4",100.2
,low,37.8,10.0,10.0,0.0,1.0,0.0,407.3,"6,054.4",97.0
New York Giants,Giants,36.2,12.7,9.1,0.0,2.2,0.8,410.6,"5,984.0",94.2
,high,38.3,13.0,11.1,0.0,2.4,1.0,435.0,"5,984.0",103.0
,low,34.0,12.3,7.0,0.0,2.0,0.5,386.2,"5,984.0",94.0
Dallas Cowboys,Cowboys,38.4,11.4,10.6,0.0,1.7,0.3,326.9,"5,251.2",93.4
,high,39.0,14.9,11.0,0.0,2.4,0.6,327.0,"5,251.2",106.7
,low,37.9,8.0,10.2,0.0,1.0,0.0,326.9,"5,251.2",83.0
Cincinnati Bengals,Bengals,35.8,12.7,7.8,0.0,2.2,0.8,409.6,"6,497.6",91.3
,high,38.6,13.4,9.7,0.0,2.3,1.0,436.0,"6,497.6",102.7
,low,33.0,12.0,6.0,0.0,2.0,0.6,383.2,"6,497.6",83.0
Los Angeles Chargers,Chargers,35.9,12.7,8.7,0.0,1.9,0.3,358.7,"5,476.8",90.6
,high,36.9,13.4,9.4,0.0,2.8,0.6,375.0,"5,476.8",103.6
,low,35.0,12.0,8.0,0.0,1.0,0.0,342.3,"5,476.8",87.0
Las Vegas Raiders,Raiders,35.9,11.3,8.7,0.0,2.2,0.8,403.5,"5,788.8",90.5
,high,38.8,12.6,10.4,0.0,2.4,1.0,425.0,"5,788.8",102.5
,low,33.0,10.0,7.0,0.0,2.0,0.6,382.1,"5,788.8",81.0
Atlanta Falcons,Falcons,33.3,13.4,7.7,0.0,2.2,0.3,385.7,"5,840.0",89.1
,high,33.6,13.8,9.4,0.0,2.4,0.6,407.0,"5,840.0",98.1
,low,33.0,13.0,6.0,0.0,2.0,0.0,364.3,"5,840.0",83.0
Detroit Lions,Lions,34.7,11.5,10.0,0.0,1.7,0.3,398.3,"6,220.8",88.2
,high,37.3,12.0,10.0,0.0,2.3,0.5,424.0,"6,220.8",99.8
,low,32.0,11.0,10.0,0.0,1.0,0.0,372.7,"6,220.8",92.0
Miami Dolphins,Dolphins,33.0,13.0,7.1,0.0,1.7,0.8,413.4,"6,308.8",84.7
,high,37.9,14.0,7.3,0.0,2.3,1.0,437.0,"6,308.8",94.7
,low,28.0,12.1,7.0,0.0,1.0,0.5,389.8,"6,308.8",84.0
