Pittsburgh Steelers,Steelers,49.3,13.6,13.3,25.0,3.4,0.0,321.9,"5,013.6",123.4
,high,54.5,15.0,18.0,25.0,3.7,0.0,353.7,"4,678.0",142.7
,low,44.0,12.2,8.6,25.0,3.1,0.0,290.0,"5,349.2",116.9
New England Patriots,Patriots,45.9,16.8,11.4,19.0,3.4,0.0,333.1,"5,184.7",122.4
,high,48.9,21.0,14.0,19.0,3.7,0.0,363.2,"5,091.0",141.1
,low,43.0,12.5,8.8,19.0,3.0,0.0,303.0,"5,278.4",113.9
San Francisco 49ers,49ers,48.8,13.8,12.8,24.0,3.3,0.0,319.9,"4,982.5",121.8
,high,52.4,15.0,17.0,24.0,3.5,0.0,357.8,"4,634.0",137.4
,low,45.2,12.5,8.5,24.0,3.2,0.0,282.0,"5,330.9",117.9
Los Angeles Rams,Rams,47.9,13.8,12.2,21.0,3.1,0.0,351.5,"5,236.6",118.6
,high,51.3,16.0,15.0,21.0,3.3,0.0,379.0,"4,999.0",133.1
,low,44.5,11.7,9.4,21.0,2.9,0.0,324.0,"5,474.1",110.3
Minnesota Vikings,Vikings,45.7,12.7,12.1,22.0,3.1,1.0,335.4,"5,337.5",115.8
,high,51.0,14.0,16.0,22.0,3.1,1.0,358.7,"5,063.0",129.6
,low,40.3,11.5,8.3,22.0,3.1,1.0,312.0,"5,611.9",109.5
Baltimore Ravens,Ravens,40.3,14.3,11.5,21.0,3.3,0.0,312.2,"5,093.5",111.8
,high,40.5,15.0,15.0,21.0,3.3,0.0,335.3,"4,676.0",121.1
,low,40.2,13.6,8.0,21.0,3.3,0.0,289.0,"5,510.9",120.0
New Orleans Saints,Saints,44.0,12.5,11.6,21.0,3.1,0.0,358.6,"5,481.8",111.1
,high,47.0,14.0,15.0,21.0,3.3,0.0,370.2,"5,370.0",124.8
,low,40.9,11.1,8.2,21.0,3.0,0.0,347.0,"5,593.6",106.0
Seattle Seahawks,Seahawks,35.0,14.4,13.5,24.0,3.2,0.0,369.4,"5,770.1",110.1
,high,37.7,16.0,18.0,24.0,3.5,0.0,377.8,"5,752.0",121.3
,low,32.3,12.8,8.9,24.0,2.9,0.0,361.0,"5,788.2",105.4
Kansas City Chiefs,Chiefs,41.7,14.5,9.5,15.0,3.3,0.0,341.9,"5,478.1",109.4
,high,41.8,17.0,11.0,15.0,3.4,0.0,360.8,"5,419.2",118.2
,low,41.6,12.0,8.1,15.0,3.2,0.0,323.0,"5,537.0",111.5
Carolina Panthers,Panthers,49.1,12.3,10.1,16.0,2.5,0.0,416.5,"5,525.8",109.0
,high,55.4,14.0,12.0,16.0,2.6,0.0,418.0,"5,250.0",123.0
,low,42.9,10.5,8.1,16.0,2.5,0.0,415.0,"5,801.6",92.4
Washington Football Team,Team,44.5,12.7,10.9,18.0,2.7,0.0,377.5,"5,737.1",108.1
,high,50.5,14.0,13.0,18.0,2.9,0.0,385.9,"5,632.0",121.9
,low,38.5,11.5,8.8,18.0,2.6,0.0,369.0,"5,842.1",99.9
Dallas Cowboys,Cowboys,42.0,12.1,12.0,21.0,3.0,0.0,358.7,"5,423.1",107.9
,high,42.7,12.2,15.0,21.0,3.0,0.0,370.4,"5,342.0",112.7
,low,41.3,12.0,8.9,21.0,2.9,0.0,347.0,"5,504.2",111.6
Green Bay Packers,Packers,41.4,13.7,9.9,15.0,2.9,1.0,368.5,"5,710.5",107.8
,high,43.5,16.0,11.0,15.0,3.0,1.0,371.0,"5,706.0",114.3
,low,39.3,11.4,8.8,15.0,2.8,1.0,366.0,"5,715.0",105.7
Buffalo Bills,Bills,41.8,13.4,10.4,16.0,3.0,0.0,305.6,"4,916.5",107.6
,high,42.8,14.0,12.0,16.0,3.1,0.0,340.1,"4,489.0",118.8
,low,40.8,12.7,8.8,16.0,3.0,0.0,271.0,"5,343.9",112.8
Indianapolis Colts,Colts,43.5,12.1,10.9,17.0,2.9,0.0,352.4,"5,392.1",107.1
,high,46.2,12.3,13.0,17.0,3.0,0.0,362.7,"5,104.0",113.0
,low,40.8,12.0,8.8,17.0,2.8,0.0,342.0,"5,680.1",111.4
Tampa Bay Buccaneers,Buccaneers,37.9,12.8,12.4,24.0,3.1,0.0,373.1,"5,204.3",107.0
,high,38.0,14.0,17.0,24.0,3.3,0.0,376.0,"4,827.0",119.7
,low,37.9,11.6,7.7,24.0,3.0,0.0,370.1,"5,581.5",102.8
Cleveland Browns,Browns,39.9,14.2,10.3,16.0,2.9,0.0,367.4,"5,638.1",106.1
,high,40.0,16.0,12.0,16.0,2.9,0.0,383.8,"5,604.0",113.4
,low,39.8,12.3,8.6,16.0,2.8,0.0,351.0,"5,672.1",104.2
Philadelphia Eagles,Eagles,40.1,14.6,9.6,15.0,2.9,0.0,364.2,"5,518.7",106.1
,high,41.1,17.0,11.0,15.0,3.0,0.0,373.4,"5,389.0",112.4
,low,39.0,12.2,8.2,15.0,2.9,0.0,355.0,"5,648.4",107.6
Tennessee Titans,Titans,40.0,13.3,10.1,16.0,2.9,0.0,323.7,"5,353.8",104.3
,high,41.6,14.0,12.0,16.0,3.1,0.0,361.4,"5,084.0",109.8
,low,38.5,12.7,8.3,16.0,2.7,0.0,286.0,"5,623.5",109.6
Arizona Cardinals,Cardinals,38.5,11.6,11.3,18.0,2.7,0.0,386.4,"5,846.2",100.4
,high,39.1,12.1,13.0,18.0,2.8,0.0,393.0,"5,785.3",105.9
,low,37.8,11.0,9.6,18.0,2.6,0.0,379.7,"5,907.0",101.4
Jacksonville Jaguars,Jaguars,39.5,11.7,10.7,18.0,2.6,0.0,423.5,"6,091.6",99.7
,high,42.3,12.4,13.0,18.0,2.6,0.0,448.0,"5,812.2",100.9
,low,36.7,11.0,8.3,18.0,2.5,0.0,398.9,"6,371.0",100.3
Denver Broncos,Broncos,36.7,12.9,10.2,16.0,2.8,0.0,365.6,"5,413.3",99.5
,high,40.2,14.0,12.0,16.0,2.8,0.0,369.2,"5,240.0",106.4
,low,33.3,11.8,8.4,16.0,2.7,0.0,362.0,"5,586.6",101.5
Cincinnati Bengals,Bengals,36.4,13.8,9.3,14.0,2.7,0.0,422.8,"6,104.3",98.6
,high,38.9,15.0,10.0,14.0,2.9,0.0,437.0,"5,878.6",101.3
,low,33.9,12.6,8.6,14.0,2.5,0.0,408.5,"6,330.0",95.8
New York Jets,Jets,34.5,13.5,10.4,16.0,2.7,0.0,385.3,"5,365.1",98.5
,high,37.4,14.0,12.0,16.0,2.8,0.0,387.0,"5,259.0",102.5
,low,31.6,12.9,8.8,16.0,2.7,0.0,383.5,"5,471.1",100.4
New York Giants,Giants,36.9,13.7,9.0,13.0,2.6,0.0,411.2,"5,720.1",98.0
,high,38.1,16.0,9.1,13.0,2.6,0.0,419.0,"5,634.0",101.3
,low,35.7,11.4,9.0,13.0,2.6,0.0,403.3,"5,806.1",95.4
Chicago Bears,Bears,33.8,12.7,10.5,18.0,2.9,0.0,326.8,"5,312.9",97.8
,high,35.5,14.0,13.0,18.0,2.9,0.0,358.5,"4,998.0",103.6
,low,32.2,11.4,8.1,18.0,2.9,0.0,295.0,"5,627.7",103.6
Las Vegas Raiders,Raiders,35.5,14.2,8.4,12.0,2.7,0.0,405.0,"5,829.8",97.0
,high,38.0,16.0,9.0,12.0,2.7,0.0,406.0,"5,816.0",99.3
,low,33.1,12.4,7.9,12.0,2.7,0.0,403.9,"5,843.6",94.9
Houston Texans,Texans,32.7,12.4,11.3,20.0,2.7,0.0,376.8,"5,773.3",96.3
,high,36.3,12.8,14.0,20.0,2.7,0.0,401.6,"5,675.0",97.2
,low,29.0,12.0,8.5,20.0,2.7,0.0,352.0,"5,871.5",96.4
Detroit Lions,Lions,32.4,11.7,10.6,18.0,2.9,0.0,363.5,"5,674.3",94.2
,high,35.7,12.0,13.0,18.0,3.0,0.0,372.9,"5,583.0",99.6
,low,29.2,11.4,8.2,18.0,2.8,0.0,354.0,"5,765.6",97.2
Los Angeles Chargers,Chargers,34.2,12.1,8.2,11.0,2.7,0.0,369.1,"5,453.6",91.0
,high,35.2,12.2,8.4,11.0,2.9,0.0,376.2,"5,187.0",100.8
,low,33.3,12.0,8.0,11.0,2.5,0.0,362.0,"5,720.1",88.3
Atlanta Falcons,Falcons,31.1,11.8,9.4,15.0,2.8,0.0,413.1,"5,951.1",90.5
