Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Burfict, Vontaze",CIN,@MIN,LB,6.1,2.5,0.2,0.7,0.2,0.1,0.,0.,8.6
2,"Smith, Telvin",JAC,HOU,LB,6.8,1.5,0.1,0.5,0.2,0.,0.,0.,8.6
3,"Alexander, Kwon",TBB,ATL,LB,6.1,2.3,0.2,0.5,0.,0.1,0.1,0.,8.2
4,"Wagner, Bobby",SEA,LAR,LB,5.2,4.6,0.2,0.3,0.,0.1,0.1,0.,8.1
5,"Freeman, Jerrell",CHI,@DET,LB,6.6,1.7,0.1,0.4,0.,0.,0.,0.,8.1
6,"Mosley, C.J.",BAL,@CLE,LB,5.2,3.3,0.1,0.6,0.2,0.,0.,0.,8.
7,"Ogletree, Alec",LAR,@SEA,LB,5.5,2.7,0.1,0.5,0.1,0.,0.,0.,7.8
8,"Kendricks, Eric",MIN,CIN,LB,5.6,2.7,0.1,0.5,0.1,0.1,0.1,0.,7.8
9,"Collins, Jamie",CLE,BAL,LB,5.8,2.5,0.2,0.2,0.1,0.1,0.,0.,7.6
10,"Kirksey, Christian",CLE,BAL,LB,5.8,2.9,0.2,0.1,0.,0.,0.,0.,7.6
11,"Kuechly, Luke",CAR,GBP,LB,5.,2.6,0.1,0.6,0.2,0.1,0.1,0.,7.5
12,"Brown, Preston",BUF,MIA,LB,5.,3.9,0.,0.2,0.1,0.,0.,0.,7.4
13,"Brown, Jatavis",LAC,@KCC,LB,5.8,1.4,0.3,0.3,0.,0.2,0.1,0.,7.3
14,"Davis, Jarrad",DET,CHI,LB,5.8,2.,0.,0.4,0.,0.,0.,0.,7.3
15,"Jack, Myles",JAC,HOU,LB,5.6,2.3,0.1,0.4,0.,0.,0.,0.,7.3
16,"Alonso, Kiko",MIA,@BUF,LB,4.9,3.4,0.,0.2,0.1,0.1,0.1,0.,7.2
17,"Goodson, B.J.",NYG,PHI,LB,5.4,2.1,0.1,0.3,0.1,0.2,0.,0.,7.2
18,"Jones, Deion",ATL,@TBB,LB,4.7,2.,0.,0.8,0.2,0.1,0.,0.,7.
19,"McKinney, Benardrick",HOU,@JAC,LB,4.8,3.2,0.3,0.2,0.,0.,0.,0.,7.
20,"David, Lavonte",TBB,ATL,LB,4.8,1.7,0.4,0.3,0.1,0.2,0.2,0.,6.9
21,"Williams, Vince",PIT,NEP,LB,4.7,2.2,0.5,0.1,0.1,0.2,0.,0.,6.8
22,"Morrison, Antonio",IND,DEN,LB,5.,2.3,0.2,0.3,0.,0.,0.,0.,6.7
23,"Lee, Sean",DAL,@OAK,LB,5.1,2.8,0.,0.1,0.,0.,0.,0.,6.6
24,"Lee, Darron",NYJ,@NOR,LB,4.9,2.6,0.2,0.2,0.,0.,0.,0.,6.5
25,"Timmons, Lawrence",MIA,@BUF,LB,4.6,2.5,0.1,0.2,0.1,0.,0.,0.,6.4
26,"Johnson, Derrick",KCC,LAC,LB,5.1,1.5,0.1,0.3,0.1,0.,0.,0.,6.4
27,"Barron, Mark",LAR,@SEA,LB,4.9,1.7,0.1,0.4,0.1,0.,0.,0.,6.4
28,"Brown, Zach",WAS,ARZ,LB,4.7,2.,0.2,0.3,0.1,0.,0.,0.,6.4
29,"Bowman, Navorro",SFO,TEN,LB,4.9,1.6,0.1,0.2,0.1,0.1,0.,0.,6.2
30,"Wright, K.J.",SEA,LAR,LB,4.1,3.,0.2,0.2,0.,0.1,0.1,0.,6.2
31,"Williamson, Avery",TEN,@SFO,LB,4.6,2.3,0.2,0.1,0.1,0.1,0.,0.,6.2
32,"Martinez, Blake",GBP,@CAR,LB,4.6,1.5,0.3,0.3,0.,0.,0.,0.,6.1
33,"Correa, Kamalei",BAL,@CLE,LB,3.8,2.1,0.6,0.3,0.,0.3,0.1,0.,6.1
34,"Posluszny, Paul",JAC,HOU,LB,4.9,1.9,0.1,0.1,0.,0.,0.,0.,6.1
35,"Casillas, Jonathan",NYG,PHI,LB,4.3,2.3,0.1,0.5,0.,0.,0.,0.,6.1
36,"Bradham, Nigel",PHI,@NYG,LB,4.3,1.9,0.2,0.4,0.,0.2,0.,0.,6.1
37,"Dansby, Karlos",ARZ,@WAS,LB,4.1,2.2,0.4,0.3,0.,0.1,0.1,0.,6.
38,"Miller, Von",DEN,@IND,LB,4.1,1.,0.8,0.3,0.1,0.3,0.,0.,6.
39,"Ragland, Reggie",KCC,LAC,LB,5.1,0.9,0.,0.3,0.1,0.,0.,0.,6.
40,"Davis, Thomas",CAR,GBP,LB,4.,1.9,0.2,0.3,0.2,0.1,0.1,0.,6.
41,"Klein, A.J.",NOR,NYJ,LB,4.2,2.,0.2,0.1,0.,0.1,0.1,0.,5.9
