Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,CHI,K,1.8,1.8,2.4,2.6,0.,0.4,0.7,0.8,0.5,0.2,10.3
2,"Boswell, Chris",PIT,@KCC,K,2.1,2.2,2.1,2.3,0.,0.4,0.8,0.8,0.1,0.1,9.
3,"Gostkowski, Stephen",NEP,@NYJ,K,2.7,3.,1.9,2.1,0.,0.5,0.6,0.7,0.1,0.2,8.6
4,"Prater, Matt",DET,@NOR,K,2.,2.1,1.8,2.1,0.,0.4,0.4,0.5,0.5,0.2,8.2
5,"Sturgis, Caleb",PHI,@CAR,K,2.2,2.3,2.,2.3,0.,0.6,0.7,0.5,0.2,0.3,8.1
6,"Bryant, Matt",ATL,MIA,K,3.1,3.2,1.5,1.8,0.,0.5,0.4,0.4,0.2,0.2,7.8
7,"Crosby, Mason",GBP,@MIN,K,2.9,3.,1.5,1.8,0.,0.4,0.6,0.3,0.2,0.2,7.6
8,"Vinatieri, Adam",IND,@TEN,K,2.4,2.5,1.5,1.8,0.,0.3,0.4,0.5,0.3,0.2,7.5
9,"Hopkins, Dustin",WAS,SFO,K,2.5,2.7,1.8,2.3,0.,0.7,0.6,0.4,0.2,0.4,7.4
10,"Lutz, Wil",NOR,DET,K,3.,3.,1.6,1.9,0.1,0.4,0.6,0.4,0.1,0.3,7.4
11,"Myers, Jason",JAC,LAR,K,1.9,2.2,1.7,2.1,0.,0.5,0.3,0.5,0.3,0.3,7.3
12,"Forbath, Kai",MIN,GBP,K,1.9,2.2,1.7,1.8,0.,0.5,0.6,0.4,0.1,0.2,7.
13,"Gano, Graham",CAR,PHI,K,2.2,2.4,1.6,2.,0.,0.4,0.4,0.7,0.1,0.4,6.8
14,"Janikowski, Sebastian",OAK,LAC,K,2.1,2.2,1.5,1.8,0.,0.5,0.3,0.5,0.2,0.3,6.4
15,"McManus, Brandon",DEN,NYG,K,1.7,1.8,1.7,2.,0.,0.6,0.6,0.3,0.2,0.4,6.4
16,"Koo, Younghoe",LAC,@OAK,K,2.2,2.4,1.5,1.9,0.,0.3,0.6,0.5,0.1,0.4,6.2
17,"Succop, Ryan",TEN,IND,K,2.,2.2,1.2,1.3,0.,0.2,0.3,0.5,0.1,0.1,6.
18,"Fairbairn, Ka'imi",HOU,CLE,K,1.5,1.7,1.7,2.,0.1,0.5,0.5,0.4,0.1,0.4,6.
19,"Rosas, Aldrick",NYG,@DEN,K,2.1,2.2,1.2,1.3,0.,0.3,0.4,0.4,0.,0.1,5.8
20,"Santos, Cairo",KCC,PIT,K,1.9,2.,1.4,1.7,0.,0.3,0.7,0.3,0.1,0.3,5.7
21,"Folk, Nick",TBB,@ARZ,K,1.7,1.8,1.6,2.,0.,0.6,0.7,0.2,0.1,0.4,5.7
22,"Gould, Robbie",SFO,@WAS,K,1.9,2.,1.1,1.2,0.,0.3,0.3,0.4,0.1,0.1,5.4
23,"Catanzaro, Chandler",NYJ,NEP,K,1.8,1.9,1.3,1.8,0.,0.4,0.4,0.3,0.2,0.4,5.1
24,"Parkey, Cody",MIA,@ATL,K,2.,2.,1.2,1.6,0.,0.5,0.4,0.3,0.,0.3,5.
25,"Dawson, Phil",ARZ,TBB,K,2.1,2.3,1.1,1.4,0.,0.2,0.3,0.4,0.1,0.4,4.8
26,"Zuerlein, Greg",LAR,@JAC,K,1.6,1.7,1.2,1.5,0.,0.2,0.6,0.2,0.1,0.3,4.8
27,"Barth, Connor",CHI,@BAL,K,1.8,1.9,1.1,1.5,0.,0.4,0.4,0.2,0.1,0.4,4.5
28,"Gonzalez, Zane",CLE,@HOU,K,1.2,1.3,1.2,1.5,0.,0.4,0.4,0.3,0.,0.3,4.2
