Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
1,"Brady, Tom",NEP,@NYJ,QB,42.1,27.,321.6,2.3,1.,0.8,0.1,0.2,0.,0.3,0.4,1.7,2.3,4.9,0.1,0.,8.9,26.3
2,"Ryan, Matt",ATL,MIA,QB,38.2,25.8,332.4,2.3,1.3,0.4,0.1,0.2,0.1,0.2,0.5,2.,1.9,5.,0.,0.2,9.5,25.8
3,"Rodgers, Aaron",GBP,@MIN,QB,39.4,24.5,278.7,2.4,1.2,0.5,0.3,0.2,0.1,0.1,0.5,2.6,3.5,20.,0.2,0.2,8.3,25.7
4,"Luck, Andrew",IND,@TEN,QB,39.1,23.8,287.7,2.1,1.1,0.3,0.3,0.2,0.,0.2,1.1,2.2,4.,20.1,0.1,0.3,7.9,24.1
5,"Cousins, Kirk",WAS,SFO,QB,37.5,25.3,299.,1.7,0.7,0.4,0.2,0.1,0.1,0.2,0.7,1.6,1.9,5.,0.3,0.2,8.8,23.2
6,"Brees, Drew",NOR,DET,QB,39.7,26.8,306.7,2.,1.,0.5,0.2,0.1,0.1,0.2,0.7,1.8,1.4,1.,0.1,0.2,7.2,23.
7,"Stafford, Matthew",DET,@NOR,QB,39.7,26.,284.2,1.7,1.,0.3,0.2,0.1,0.,0.1,0.6,2.3,2.2,10.2,0.1,0.1,7.8,21.9
8,"Bradford, Sam",MIN,GBP,QB,43.2,29.2,307.2,1.6,0.8,0.3,0.3,0.,0.,0.1,0.3,2.,1.2,4.2,0.,0.3,5.3,21.2
9,"Rivers, Philip",LAC,@OAK,QB,38.3,24.,283.2,2.,0.9,0.6,0.2,0.1,0.2,0.2,1.2,2.2,1.,2.,0.,0.2,7.9,21.
10,"Carr, Derek",OAK,LAC,QB,37.9,23.5,264.3,2.,0.7,0.5,0.3,0.3,0.,0.2,0.9,2.2,2.5,6.3,0.,0.2,9.3,21.
11,"Bortles, Blake",JAC,LAR,QB,37.7,22.1,249.6,1.6,0.7,0.5,0.2,0.1,0.1,0.1,0.9,2.1,3.2,19.3,0.2,0.3,7.5,20.7
12,"Hoyer, Brian",SFO,@WAS,QB,36.,22.2,245.7,1.5,0.5,0.7,0.,0.1,0.,0.1,0.5,2.6,4.3,22.4,0.2,0.2,5.1,20.7
13,"Mariota, Marcus",TEN,IND,QB,32.1,19.6,239.6,1.7,0.9,0.3,0.1,0.2,0.,0.1,0.7,2.4,3.8,22.4,0.1,0.4,7.,20.4
14,"Cutler, Jay",MIA,@ATL,QB,33.5,21.7,259.8,1.9,0.7,0.4,0.3,0.1,0.,0.4,1.,2.,1.5,6.7,0.,0.2,3.6,20.3
15,"Newton, Cam",CAR,PHI,QB,28.8,16.,210.4,1.4,0.5,0.3,0.1,0.1,0.1,0.2,1.1,3.,6.6,26.8,0.4,0.3,6.7,19.5
16,"Roethlisberger, Ben",PIT,@KCC,QB,34.9,22.8,269.1,1.7,0.6,0.2,0.4,0.2,0.,0.2,1.4,1.8,1.3,1.4,0.,0.1,6.1,19.4
17,"Palmer, Carson",ARZ,TBB,QB,33.6,20.7,255.8,1.7,0.9,0.3,0.2,0.1,0.1,0.1,0.9,2.3,1.1,1.7,0.,0.2,7.6,18.7
18,"Winston, Jameis",TBB,@ARZ,QB,32.,19.1,235.6,1.4,0.5,0.4,0.2,0.1,0.2,0.,1.3,2.4,3.9,14.4,0.2,0.3,7.3,18.2
19,"Wentz, Carson",PHI,@CAR,QB,42.,26.3,261.4,1.1,0.6,0.2,0.1,0.1,0.1,0.1,1.,2.4,3.1,10.8,0.1,0.2,5.,18.1
20,"Smith, Alex",KCC,PIT,QB,29.1,19.3,207.1,1.,0.4,0.3,0.,0.1,0.1,0.1,0.5,2.,4.3,20.8,0.2,0.1,6.5,17.4
21,"Lynch, Paxton",DEN,NYG,QB,36.4,21.7,252.3,1.1,0.6,0.1,0.,0.1,0.1,0.2,0.8,2.3,2.,3.8,0.,0.1,5.4,16.6
22,"Manning, Eli",NYG,@DEN,QB,33.5,20.8,229.7,1.6,0.6,0.4,0.2,0.1,0.1,0.2,1.2,1.7,1.6,2.2,0.,0.3,6.8,16.2
23,"Flacco, Joe",BAL,CHI,QB,36.,23.4,236.4,1.1,0.5,0.3,0.1,0.1,0.,0.1,1.1,2.1,1.,2.5,0.1,0.2,6.8,16.2
24,"Kizer, DeShone",CLE,@HOU,QB,32.3,19.4,213.,0.9,0.4,0.3,0.1,0.1,0.,0.1,0.7,3.6,3.8,22.7,0.1,0.5,6.6,15.9
25,"Savage, Tom",HOU,CLE,QB,37.5,22.3,225.,1.,0.4,0.3,0.2,0.,0.1,0.,0.9,1.9,2.6,9.4,0.2,0.2,4.4,15.9
26,"Glennon, Mike",CHI,@BAL,QB,31.3,19.7,232.6,1.2,0.7,0.2,0.2,0.1,0.,0.1,1.,1.6,1.5,4.9,0.,0.3,6.8,15.8
27,"Siemian, Trevor",DEN,NYG,QB,32.9,19.6,229.4,1.1,0.5,0.1,0.,0.1,0.1,0.2,0.9,2.5,2.,4.,0.,0.2,4.5,15.2
28,"McCown, Josh",NYJ,NEP,QB,30.4,17.4,205.9,1.1,0.5,0.3,0.2,0.1,0.1,0.,1.2,2.4,2.1,8.,0.,0.4,2.8,13.7
29,"Goff, Jared",LAR,@JAC,QB,31.,17.3,175.9,0.7,0.3,0.2,0.1,0.,0.,0.,1.1,3.4,1.7,2.9,0.1,0.2,3.8,10.8
30,"Moore, Matt",MIA,@ATL,QB,7.9,5.4,65.6,0.2,0.2,0.,0.,0.,0.,0.,0.1,0.7,0.1,0.3,0.,0.3,0.8,3.3
31,"Fitzpatrick, Ryan",TBB,@ARZ,QB,7.6,4.1,47.8,0.2,0.1,0.1,0.,0.,0.,0.,0.5,0.3,0.8,3.2,0.,0.,0.9,2.9
32,"Keenum, Case",MIN,GBP,QB,7.6,4.5,47.8,0.1,0.,0.1,0.,0.,0.,0.,0.2,0.4,0.6,0.4,0.,0.,0.6,2.8
33,"Kessler, Cody",CLE,@HOU,QB,6.4,3.9,45.2,0.1,0.,0.1,0.,0.,0.,0.,0.2,1.1,0.7,1.1,0.,0.,1.,2.7
34,"Bridgewater, Teddy",MIN,GBP,QB,5.9,3.9,40.8,0.1,0.,0.,0.,0.,0.,0.,0.1,0.6,0.7,1.3,0.,0.,1.4,2.6
35,"Cassel, Matt",TEN,IND,QB,5.4,2.9,27.8,0.2,0.,0.1,0.,0.,0.,0.,0.4,0.6,0.4,1.,0.1,0.,1.,2.
36,"Petty, Bryce",NYJ,NEP,QB,6.2,3.,36.6,0.2,0.,0.,0.,0.,0.1,0.,0.8,0.8,0.2,1.,0.,0.,0.3,1.8
37,"Foles, Nick",PHI,@CAR,QB,5.8,3.6,35.7,0.1,0.,0.,0.,0.,0.,0.,0.4,0.3,0.2,0.2,0.,0.,2.2,1.8
38,"Watson, Deshaun",HOU,CLE,QB,4.9,2.7,26.2,0.,0.,0.,0.,0.,0.,0.,0.4,0.4,0.2,1.3,0.,0.,0.8,1.
39,"Osweiler, Brock",DEN,NYG,QB,1.9,1.1,11.2,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.4,0.,0.,0.2,0.8
40,"Smith, Geno",NYG,@DEN,QB,0.7,0.4,6.,0.1,0.,0.,0.,0.,0.,0.1,0.,0.2,0.1,0.6,0.,0.,0.1,0.8
41,"Trubisky, Mitchell",CHI,@BAL,QB,3.2,1.8,18.8,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.1,-0.1,0.,0.,0.,0.7
42,"Manuel, E.J.",OAK,LAC,QB,2.6,1.1,11.7,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.8,1.7,0.,0.1,0.1,0.6
43,"Tolzien, Scott",IND,@TEN,QB,2.2,1.3,11.4,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.8,-0.6,0.,0.,0.2,0.6
44,"Jones, Landry",PIT,@KCC,QB,2.3,1.1,15.7,0.1,0.,0.,0.,0.,0.,0.,0.3,0.2,0.7,0.2,0.,0.1,0.6,0.6
45,"McCoy, Colt",WAS,SFO,QB,0.6,0.4,5.,0.1,0.,0.,0.,0.,0.,0.1,0.,0.1,0.2,-0.2,0.,0.,0.1,0.4
46,"Anderson, Derek",CAR,PHI,QB,0.8,0.5,5.2,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.5,-0.2,0.,0.,0.1,0.4
47,"Gabbert, Blaine",ARZ,TBB,QB,0.7,0.4,4.3,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.5,0.,0.,0.,0.3
