Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Johnson, David",ARZ,TBB,RB,16.8,69.3,0.9,0.7,0.1,0.,0.,0.,0.,4.7,50.3,0.3,0.7,0.1,0.,4.,0.2,3.3,18.3
2,"Bell, Le'Veon",PIT,@KCC,RB,17.9,86.8,0.5,0.5,0.,0.,0.,0.,0.,3.7,27.5,0.1,0.1,0.1,0.,0.,0.1,2.6,14.9
3,"Howard, Jordan",CHI,@BAL,RB,17.5,88.7,0.5,0.5,0.,0.,0.,0.,0.,2.1,20.6,0.1,0.1,0.,0.,0.,0.1,2.1,14.3
4,"Freeman, Devonta",ATL,MIA,RB,13.3,60.1,0.6,0.4,0.,0.,0.,0.,0.,3.5,30.7,0.1,0.1,0.1,0.,0.,0.1,4.,13.1
5,"Miller, Lamar",HOU,CLE,RB,21.,78.6,0.5,0.4,0.,0.,0.,0.,0.,2.6,15.6,0.1,0.1,0.,0.,0.,0.1,1.9,12.5
6,"Murray, DeMarco",TEN,IND,RB,16.4,67.7,0.5,0.3,0.,0.,0.,0.,0.1,2.9,20.6,0.1,0.1,0.,0.,1.1,0.1,2.3,12.2
7,"Gordon, Melvin",LAC,@OAK,RB,17.9,67.,0.4,0.4,0.,0.,0.,0.,0.,3.4,29.7,0.1,0.1,0.1,0.,0.,0.3,3.,11.9
8,"Ajayi, Jay",MIA,@ATL,RB,17.5,75.8,0.4,0.3,0.1,0.1,0.,0.,0.,2.3,15.5,0.,0.1,0.,0.,0.,0.,1.4,11.6
9,"Hyde, Carlos",SFO,@WAS,RB,14.7,64.5,0.4,0.3,0.1,0.,0.,0.,0.,2.4,19.1,0.2,0.1,0.,0.,0.2,0.2,2.8,11.5
10,"Abdullah, Ameer",DET,@NOR,RB,13.1,54.5,0.3,0.2,0.1,0.,0.,0.,0.,3.8,30.5,0.2,0.1,0.1,0.,43.8,0.1,2.3,11.2
11,"Lynch, Marshawn",OAK,LAC,RB,11.2,50.6,0.6,0.4,0.,0.2,0.,0.,0.,2.5,21.,0.,0.1,0.,1.1,0.,0.,2.,11.1
12,"Hunt, Kareem",KCC,PIT,RB,13.4,58.5,0.3,0.3,0.,0.,0.,0.,0.,2.1,20.3,0.2,0.1,0.,0.,0.3,0.1,3.6,10.8
13,"Gurley, Todd",LAR,@JAC,RB,16.7,62.7,0.5,0.4,0.,0.,0.,0.,0.,2.2,18.,0.,0.1,0.,0.,0.3,0.1,2.7,10.8
14,"Blount, LeGarrette",PHI,@CAR,RB,12.8,50.4,0.8,0.6,0.,0.,0.,0.1,0.,1.,8.,0.1,0.,0.,1.8,0.,0.1,2.,10.6
15,"Ingram, Mark",NOR,DET,RB,11.,54.6,0.4,0.2,0.1,0.,0.,0.,0.,2.7,20.1,0.1,0.1,0.,0.,0.,0.1,2.9,10.3
16,"Fournette, Leonard",JAC,LAR,RB,9.4,37.8,0.7,0.4,0.1,0.1,0.,0.,0.,2.8,21.1,0.,0.1,0.,0.,0.,0.2,2.1,10.3
17,"Crowell, Isaiah",CLE,@HOU,RB,13.8,60.6,0.4,0.3,0.1,0.,0.,0.,0.,2.4,19.3,0.,0.1,0.,0.,0.,0.1,2.7,10.2
18,"Cook, Dalvin",MIN,GBP,RB,11.9,49.1,0.4,0.3,0.1,0.,0.,0.,0.,2.7,18.6,0.1,0.1,0.,0.,0.,0.1,3.,9.9
19,"Montgomery, Ty",GBP,@MIN,RB,10.9,50.,0.3,0.2,0.,0.,0.,0.1,0.,2.3,17.6,0.3,0.1,0.,0.,4.,0.1,2.3,9.7
20,"Gillislee, Mike",NEP,@NYJ,RB,10.6,47.5,0.6,0.5,0.,0.,0.,0.1,0.,0.8,7.4,0.,0.,0.,0.,1.8,0.,1.8,9.5
21,"Martin, Doug",TBB,@ARZ,RB,16.1,64.7,0.3,0.3,0.,0.,0.,0.,0.,1.7,14.9,0.,0.1,0.,0.,0.,0.2,3.5,9.5
22,"Kelley, Rob",WAS,SFO,RB,13.1,54.7,0.4,0.3,0.1,0.1,0.,0.,0.,1.9,15.5,0.,0.1,0.,0.,0.,0.,2.1,9.5
23,"Anderson, C.J.",DEN,NYG,RB,12.3,50.2,0.4,0.3,0.1,0.,0.,0.,0.,2.1,17.5,0.1,0.1,0.,0.,2.1,0.2,1.8,9.5
24,"McCaffrey, Christian",CAR,PHI,RB,11.8,47.4,0.4,0.4,0.1,0.,0.,0.,0.,2.2,17.9,0.1,0.,0.,0.,0.,0.1,3.,9.4
25,"West, Terrance",BAL,CHI,RB,12.2,48.3,0.3,0.2,0.1,0.,0.,0.,0.,2.9,19.1,0.1,0.1,0.,0.,0.,0.,1.5,9.1
26,"Henry, Derrick",TEN,IND,RB,10.8,46.6,0.5,0.4,0.1,0.,0.,0.,0.,1.4,12.1,0.,0.,0.,1.6,4.2,0.,2.3,8.8
27,"Forte, Matt",NYJ,NEP,RB,12.2,47.9,0.3,0.2,0.,0.,0.1,0.,0.,2.4,18.5,0.1,0.1,0.,0.,0.,0.1,1.2,8.7
28,"Woodhead, Danny",BAL,CHI,RB,10.3,44.,0.,0.,0.,0.,0.,0.,0.,4.1,39.6,0.,0.1,0.,0.,0.,0.,0.5,8.7
29,"Stewart, Jonathan",CAR,PHI,RB,14.4,54.8,0.5,0.5,0.,0.,0.,0.,0.,0.7,3.2,0.,0.,0.,0.,0.,0.1,1.4,8.7
30,"Coleman, Tevin",ATL,MIA,RB,9.,41.1,0.3,0.2,0.,0.,0.,0.,0.1,1.,8.4,0.3,0.1,0.,0.,0.,0.1,2.2,8.6
31,"Gore, Frank",IND,@TEN,RB,13.2,50.5,0.2,0.2,0.,0.,0.,0.,0.,1.8,14.3,0.1,0.1,0.,0.,0.,0.1,2.4,8.3
32,"Mack, Marlon",IND,@TEN,RB,8.9,40.,0.5,0.5,0.,0.,0.,0.,0.,1.3,8.8,0.,0.,0.,0.,18.8,0.,0.3,8.1
33,"Riddick, Theo",DET,@NOR,RB,8.6,31.2,0.1,0.,0.,0.,0.,0.,0.,4.5,30.9,0.2,0.1,0.1,0.,5.4,0.,1.2,8.
34,"Peterson, Adrian",NOR,DET,RB,6.3,21.5,0.1,0.1,0.,0.,0.,0.,0.,3.,27.6,0.4,0.1,0.1,0.,4.5,0.,0.9,7.8
35,"Powell, Bilal",NYJ,NEP,RB,7.9,39.,0.2,0.1,0.1,0.,0.,0.,0.,2.8,20.7,0.1,0.1,0.,0.,0.,0.1,0.6,7.6
36,"Thompson, Chris",WAS,SFO,RB,5.3,26.4,0.2,0.1,0.,0.1,0.,0.,0.,3.7,25.5,0.2,0.1,0.1,0.,23.7,0.,0.8,7.6
37,"Perkins, Paul",NYG,@DEN,RB,11.6,45.8,0.1,0.1,0.,0.,0.,0.,0.,2.5,19.2,0.1,0.1,0.,0.,0.5,0.,0.6,7.4
38,"Johnson, Duke",CLE,@HOU,RB,6.6,28.1,0.,0.,0.,0.,0.,0.,0.,4.3,40.9,0.,0.2,0.1,5.,2.5,0.,2.,7.4
39,"Murray, Latavius",MIN,GBP,RB,10.2,36.6,0.4,0.3,0.,0.,0.,0.,0.,2.,16.9,0.,0.1,0.,0.,0.4,0.1,1.4,7.3
40,"White, James",NEP,@NYJ,RB,3.3,12.6,0.1,0.1,0.,0.,0.,0.,0.,3.1,31.4,0.3,0.1,0.1,0.,3.8,0.,0.8,6.7
41,"Sproles, Darren",PHI,@CAR,RB,5.6,23.9,0.2,0.1,0.,0.1,0.,0.,0.,3.1,24.,0.1,0.1,0.,14.6,2.,0.,1.5,6.5
42,"Rodgers, Jacquizz",TBB,@ARZ,RB,10.,38.8,0.2,0.2,0.,0.,0.,0.,0.,1.2,9.6,0.,0.,0.,0.,0.,0.1,0.9,6.2
43,"Burkhead, Rex",NEP,@NYJ,RB,5.2,44.,0.1,0.1,0.,0.,0.,0.,0.,1.5,12.2,0.,0.,0.,0.,9.,0.1,0.7,5.9
44,"Ivory, Chris",JAC,LAR,RB,9.7,39.3,0.1,0.1,0.,0.,0.,0.,0.,1.5,12.7,0.,0.1,0.,0.,1.4,0.2,0.7,5.9
45,"Lewis, Dion",NEP,@NYJ,RB,7.4,29.3,0.1,0.1,0.,0.,0.,0.,0.,2.5,17.5,0.1,0.1,0.,0.,11.1,0.1,0.8,5.7
46,"Williams, Jamaal",GBP,@MIN,RB,8.2,34.5,0.1,0.1,0.,0.,0.,0.,0.,1.6,13.9,0.,0.1,0.,0.,0.,0.,2.,5.6
47,"Allen, Javorius",BAL,CHI,RB,7.4,26.5,0.1,0.1,0.,0.,0.,0.,0.,3.2,20.3,0.1,0.1,0.,0.,3.1,0.,1.7,5.5
48,"Sims, Charles",TBB,@ARZ,RB,5.5,23.6,0.,0.,0.,0.,0.,0.,0.,2.4,22.7,0.1,0.1,0.,0.,0.,0.1,2.,5.4
49,"Booker, Devontae",DEN,NYG,RB,8.8,32.,0.2,0.2,0.,0.,0.,0.,0.,1.6,12.,0.,0.,0.,0.,0.9,0.2,1.,5.3
50,"Zenner, Zach",DET,@NOR,RB,6.3,24.5,0.2,0.2,0.,0.,0.,0.,0.,1.4,15.1,0.,0.1,0.,0.,7.1,0.1,0.8,5.2
51,"West, Charcandrick",KCC,PIT,RB,7.1,24.1,0.2,0.1,0.,0.,0.,0.,0.,1.6,12.1,0.1,0.,0.,0.,1.3,0.1,0.8,5.2
52,"Blue, Alfred",HOU,CLE,RB,9.2,37.7,0.1,0.,0.,0.,0.,0.,0.,0.9,4.1,0.,0.,0.,0.6,2.1,0.1,1.2,4.7
53,"Washington, DeAndre",OAK,LAC,RB,5.6,29.9,0.1,0.,0.,0.1,0.,0.,0.,1.4,11.8,0.,0.,0.,1.3,3.7,0.1,0.8,4.7
54,"Williams, Damien",MIA,@ATL,RB,2.9,10.6,0.2,0.1,0.1,0.,0.,0.,0.,1.6,15.5,0.2,0.1,0.,0.,4.9,0.1,1.,4.7
55,"Oliver, Branden",LAC,@OAK,RB,6.,23.4,0.1,0.1,0.,0.,0.,0.,0.,1.9,17.3,0.,0.1,0.,0.8,1.7,0.,1.3,4.6
56,"Perine, Samaje",WAS,SFO,RB,5.1,41.1,0.,0.,0.,0.,0.,0.,0.,0.4,4.1,0.,0.,0.,0.,3.2,0.,1.9,4.5
57,"Richard, Jalen",OAK,LAC,RB,4.3,22.1,0.,0.,0.,0.,0.,0.,0.,1.8,11.3,0.1,0.,0.,18.3,26.8,0.,0.3,4.1
58,"McKinnon, Jerick",MIN,GBP,RB,6.9,21.4,0.1,0.1,0.,0.,0.,0.,0.,1.9,13.,0.,0.1,0.,0.,0.,0.,0.5,4.1
59,"Vereen, Shane",NYG,@DEN,RB,5.1,22.2,0.,0.,0.,0.,0.,0.,0.,1.7,12.6,0.1,0.1,0.,0.,8.,0.1,1.3,4.1
60,"Artis-Payne, Cameron",CAR,PHI,RB,5.7,24.5,0.1,0.,0.1,0.,0.,0.,0.,0.8,7.4,0.,0.,0.,0.,0.,0.,0.3,4.
61,"Williams, Kerwynn",ARZ,TBB,RB,3.6,21.8,0.2,0.,0.,0.,0.1,0.1,0.,0.6,4.,0.,0.,0.,0.,5.5,0.,0.4,3.6
62,"Turbin, Robert",IND,@TEN,RB,2.6,9.3,0.3,0.3,0.,0.,0.,0.,0.,1.1,7.5,0.1,0.,0.,0.,0.,0.,1.,3.5
63,"Yeldon, T.J.",JAC,LAR,RB,5.1,19.1,0.,0.,0.,0.,0.,0.,0.,1.8,11.,0.,0.,0.,0.,0.2,0.,0.2,3.2
64,"Breida, Matt",SFO,@WAS,RB,4.9,12.9,0.1,0.1,0.,0.,0.,0.,0.,1.2,8.6,0.,0.,0.,0.,0.1,0.1,1.1,3.
65,"Kamara, Alvin",NOR,DET,RB,2.8,9.3,0.2,0.2,0.,0.,0.,0.,0.,1.3,7.7,0.,0.,0.,0.3,0.,0.,1.1,2.9
66,"Washington, Dwayne",DET,@NOR,RB,6.1,16.8,0.1,0.1,0.,0.,0.,0.,0.,1.,6.7,0.,0.,0.,0.,4.3,0.,0.4,2.9
67,"Cunningham, Benny",CHI,@BAL,RB,3.2,12.8,0.1,0.1,0.,0.,0.,0.,0.,1.5,11.2,0.,0.,0.,0.,34.6,0.1,0.4,2.6
68,"Smallwood, Wendell",PHI,@CAR,RB,5.1,18.9,0.,0.,0.,0.,0.,0.,0.,0.8,5.2,0.,0.,0.,1.1,13.9,0.,0.6,2.6
69,"Ripkowski, Aaron",GBP,@MIN,RB,2.3,8.9,0.2,0.2,0.,0.,0.,0.,0.,0.8,5.,0.,0.,0.,0.,0.,0.1,0.4,2.6
70,"Charles, Jamaal",DEN,NYG,RB,3.6,14.,0.1,0.1,0.,0.,0.,0.,0.,0.4,2.6,0.,0.,0.,0.,0.,0.,0.3,2.4
71,"Whittaker, Fozzy",CAR,PHI,RB,3.1,14.4,0.,0.,0.,0.,0.,0.,0.,0.8,7.,0.,0.,0.,0.,17.3,0.,0.2,2.2
72,"Darkwa, Orleans",NYG,@DEN,RB,3.3,10.9,0.1,0.1,0.,0.,0.,0.,0.,0.4,3.6,0.,0.,0.,0.9,3.,0.,0.7,1.9
73,"Barber, Peyton",TBB,@ARZ,RB,3.,13.1,0.1,0.,0.,0.,0.,0.1,0.,0.3,1.7,0.,0.,0.,0.5,1.4,0.,0.2,1.9
74,"Kuhn, John",NOR,DET,RB,1.,2.3,0.2,0.2,0.,0.,0.,0.,0.,0.9,4.3,0.,0.,0.,0.,0.,0.,0.2,1.8
75,"Drake, Kenyan",MIA,@ATL,RB,2.1,9.6,0.1,0.,0.,0.,0.,0.,0.,0.5,2.4,0.,0.,0.,0.,32.9,0.,0.3,1.6
76,"Jones, Matt",IND,@TEN,RB,2.5,11.2,0.1,0.,0.,0.,0.,0.,0.,0.2,1.8,0.,0.,0.,0.,10.9,0.,0.1,1.6
77,"Brown, Malcolm",LAR,@JAC,RB,2.2,7.1,0.,0.,0.,0.,0.,0.,0.,0.9,7.3,0.,0.,0.,0.,18.8,0.,0.5,1.4
78,"Foreman, D'Onta",HOU,CLE,RB,3.5,9.8,0.,0.,0.,0.,0.,0.,0.,0.5,2.1,0.,0.,0.,0.4,5.6,0.,0.7,1.2
79,"Ward, Terron",ATL,MIA,RB,1.7,6.9,0.,0.,0.,0.,0.,0.,0.,0.5,4.3,0.,0.,0.,0.,0.,0.,0.6,1.1
80,"Juszczyk, Kyle",SFO,@WAS,RB,0.1,0.3,0.,0.,0.,0.,0.,0.,0.,1.1,8.9,0.,0.,0.,0.,0.,0.,0.1,1.1
81,"Conner, James",PIT,@KCC,RB,1.4,4.5,0.,0.,0.,0.,0.,0.,0.,0.3,2.9,0.,0.,0.,0.,7.1,0.,0.6,1.
82,"Ellington, Andre",ARZ,TBB,RB,1.5,4.1,0.,0.,0.,0.,0.,0.,0.,0.6,4.1,0.,0.,0.,0.,6.3,0.,0.1,0.8
83,"Grant, Corey",JAC,LAR,RB,1.6,5.2,0.,0.,0.,0.,0.,0.,0.,0.2,1.2,0.,0.,0.,0.,18.7,0.,0.1,0.7
84,"Ekeler, Austin",LAC,@OAK,RB,1.6,5.5,0.,0.,0.,0.,0.,0.,0.,0.2,1.5,0.,0.,0.,1.,9.7,0.,0.5,0.6
85,"Mostert, Raheem",SFO,@WAS,RB,1.,2.9,0.,0.,0.,0.,0.,0.,0.,0.3,2.6,0.,0.,0.,0.,11.7,0.,0.,0.6
86,"DiMarco, Patrick",BUF,Bye,RB,0.1,0.4,0.,0.,0.,0.,0.,0.,0.,0.3,2.6,0.,0.,0.,0.,0.2,0.,0.,0.5
87,"Lasco, Daniel",NOR,DET,RB,1.1,2.8,0.,0.,0.,0.,0.,0.,0.,0.4,1.6,0.,0.,0.,3.1,3.8,0.,0.1,0.4
88,"Jones, Aaron",GBP,@MIN,RB,1.2,2.6,0.,0.,0.,0.,0.,0.,0.,0.2,1.5,0.,0.,0.,0.,0.8,0.,0.2,0.4
89,"Muhammad, Khalfani",TEN,IND,RB,0.8,2.3,0.,0.,0.,0.,0.,0.,0.,0.2,1.8,0.,0.,0.,2.1,4.5,0.,0.3,0.4
90,"Janovich, Andy",DEN,NYG,RB,0.2,0.6,0.,0.,0.,0.,0.,0.,0.,0.2,2.5,0.,0.,0.,0.,0.,0.,0.1,0.4
91,"Ervin, Tyler",HOU,CLE,RB,0.7,2.8,0.,0.,0.,0.,0.,0.,0.,0.2,1.1,0.,0.,0.,7.7,14.1,0.,0.3,0.4
92,"Cohen, Tarik",CHI,@BAL,RB,0.9,1.9,0.,0.,0.,0.,0.,0.,0.,0.1,1.5,0.,0.,0.,0.,1.2,0.,0.1,0.3
