Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Hekker, Johnny",LAR,@JAC,P,6.2,297.1,13.5,2.9,22.
2,"Pinion, Bradley",SFO,@WAS,P,6.3,273.5,18.6,1.9,18.7
3,"King, Marquette",OAK,LAC,P,5.3,250.,19.8,2.3,18.
4,"Wing, Brad",NYG,@DEN,P,5.8,261.8,21.,1.9,18.
5,"Lechler, Shane",HOU,CLE,P,5.2,245.4,31.3,1.8,17.
6,"Dixon, Riley",DEN,NYG,P,5.5,248.7,17.4,1.7,17.
7,"Kern, Brett",TEN,IND,P,5.1,230.6,25.4,2.1,16.8
8,"Haack, Matt",MIA,@ATL,P,5.2,235.8,22.1,1.9,16.7
9,"Koch, Sam",BAL,CHI,P,4.7,218.3,16.6,2.1,16.1
10,"Colquitt, Dustin",KCC,PIT,P,4.5,197.4,9.3,2.2,15.2
11,"Nortman, Brad",JAC,LAR,P,4.5,210.3,19.5,1.6,14.7
12,"Allen, Ryan",NEP,@NYJ,P,4.6,207.3,14.8,1.7,14.7
13,"Anger, Bryan",TBB,@ARZ,P,4.1,187.2,7.2,2.1,14.4
14,"Colquitt, Britton",CLE,@HOU,P,4.9,216.2,21.6,1.3,14.4
15,"Palardy, Michael",CAR,PHI,P,4.6,201.,17.3,1.7,14.4
16,"Jones, Donnie",PHI,@CAR,P,4.4,206.,11.8,1.5,14.1
17,"Edwards, Lachlan",NYJ,NEP,P,4.7,205.8,21.6,1.5,14.
18,"Martin, Sam",DET,@NOR,P,4.3,204.2,14.7,1.4,13.9
19,"O'Donnell, Pat",CHI,@BAL,P,4.3,188.7,14.6,1.6,13.4
20,"Quigley, Ryan",MIN,GBP,P,4.4,184.6,14.3,1.7,13.3
21,"Morstead, Thomas",NOR,DET,P,3.6,170.4,14.1,1.4,12.
22,"Kaser, Drew",LAC,@OAK,P,3.9,182.5,21.7,1.1,12.
23,"Berry, Jordan",PIT,@KCC,P,3.9,171.7,13.9,1.4,11.9
24,"Way, Tress",WAS,SFO,P,3.7,170.,14.3,1.2,11.7
25,"Vogel, Justin",GBP,@MIN,P,3.9,169.7,8.8,1.2,11.7
26,"Bosher, Matt",ATL,MIA,P,3.2,146.9,13.4,1.5,11.1
27,"Wile, Matt",ARZ,TBB,P,3.8,166.7,17.4,1.1,10.7
