Rank,Player,Team,Opp,Position,GAMES_WON,GAMES_LOST,POINTS_SCORED,POINTS_DIFF,Pts
1,"Joseph, Vance",DEN,CLE,HC,1.,0.,33.,23.,27.4
2,"Zimmer, Mike",MIN,MIA,HC,1.,0.,35.,14.,25.7
3,"Bowles, Todd",NYJ,HOU,HC,1.,0.,33.,17.,25.6
4,"Quinn, Dan",ATL,ARZ,HC,1.,0.,29.,13.,22.4
5,"Harbaugh, John",BAL,TBB,HC,1.,0.,30.,5.,20.5
6,"Belichick, Bill",NEP,@PIT,HC,1.,0.,31.,1.,19.8
7,"Nagy, Matt",CHI,GBP,HC,1.,0.,26.,8.,19.4
8,"Shurmer, Pat",NYG,TEN,HC,1.,0.,27.,6.,19.3
9,"Shanahan, Kyle",SFO,SEA,HC,1.,0.,26.,7.,19.1
10,"Gruden, Jon",OAK,@CIN,HC,1.,0.,26.,7.,19.1
11,"Lewis, Marvin",CIN,OAK,HC,1.,0.,28.,2.,18.6
12,"Vrabel, Mike",TEN,@NYG,HC,1.,0.,25.,7.,18.6
13,"Garrett, Jason",DAL,@IND,HC,1.,0.,23.,7.,17.6
14,"McDermott, Sean",BUF,DET,HC,1.,0.,23.,2.,16.1
15,"Payton, Sean",NOR,@CAR,HC,0.,1.,30.,-1.,14.7
16,"Marrone, Doug",JAC,WAS,HC,0.,1.,27.,-1.,13.2
17,"Carroll, Pete",SEA,@SFO,HC,0.,1.,25.,-1.,12.2
18,"Lynn, Anthony",LAC,@KCC,HC,0.,1.,25.,-2.,11.9
19,"Pederson, Doug",PHI,@LAR,HC,0.,1.,24.,-3.,11.1
20,"McCarthy, Mike",GBP,@CHI,HC,0.,1.,21.,-1.,10.2
21,"Patricia, Matt",DET,@BUF,HC,0.,1.,21.,-2.,9.9
22,"O'Brien, Bill",HOU,@NYJ,HC,0.,1.,23.,-7.,9.4
23,"Rivera, Ron",CAR,NOR,HC,0.,1.,23.,-7.,9.4
24,"Tomlin, Mike",PIT,NEP,HC,0.,1.,23.,-8.,9.1
25,"McVay, Sean",LAR,PHI,HC,0.,1.,21.,-6.,8.7
26,"Reid, Andy",KCC,LAC,HC,0.,1.,20.,-5.,8.5
27,"Gruden, Jay",WAS,@JAC,HC,0.,1.,20.,-7.,7.9
28,"Jackson, Hue",CLE,@DEN,HC,0.,1.,20.,-7.,7.9
29,"Reich, Frank",IND,DAL,HC,0.,1.,18.,-5.,7.5
30,"Koetter, Dirk",TBB,@BAL,HC,0.,1.,19.,-11.,6.2
31,"Campbell, Dan",MIA,@MIN,HC,0.,1.,20.,-15.,5.5
32,"Wilks, Steve",ARZ,@ATL,HC,0.,1.,12.,-17.,0.9
