Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,TBB,K,2.4,2.4,2.3,2.5,0.,0.3,0.8,0.8,0.4,0.1,10.8
2,"Gould, Robbie",SFO,SEA,K,2.1,2.2,2.2,2.3,0.,0.4,0.7,0.9,0.2,0.1,9.7
3,"Prater, Matt",DET,@BUF,K,2.4,2.4,2.1,2.4,0.1,0.5,0.5,0.5,0.5,0.3,9.3
4,"Lutz, Wil",NOR,@CAR,K,3.2,3.3,1.8,2.1,0.,0.5,0.4,0.6,0.3,0.3,8.8
5,"Boswell, Chris",PIT,NEP,K,2.5,2.6,1.9,2.1,0.,0.4,0.7,0.5,0.2,0.2,8.5
6,"Myers, Jason",NYJ,HOU,K,2.1,2.2,2.1,2.5,0.,0.6,0.4,0.9,0.2,0.4,8.4
7,"Gano, Graham",CAR,NOR,K,2.1,2.3,2.,2.1,0.,0.5,0.6,0.7,0.1,0.2,8.4
8,"Lambo, Josh",JAC,WAS,K,2.6,2.8,1.7,2.,0.,0.2,0.7,0.6,0.2,0.2,8.2
9,"Butker, Harrison",KCC,LAC,K,2.1,2.1,2.,2.4,0.,0.5,0.9,0.4,0.2,0.4,7.7
10,"Elliott, Jake",PHI,@LAR,K,2.2,2.4,1.7,2.,0.,0.5,0.4,0.6,0.2,0.3,7.6
11,"Bryant, Matt",ATL,ARZ,K,2.1,2.2,1.7,1.9,0.,0.4,0.4,0.4,0.4,0.2,7.6
12,"Hauschka, Steven",BUF,DET,K,1.8,1.9,1.9,2.1,0.,0.5,0.7,0.4,0.2,0.2,7.6
13,"Succop, Ryan",TEN,@NYG,K,2.1,2.2,1.7,1.9,0.,0.4,0.4,0.7,0.2,0.3,7.3
14,"Carlson, Daniel",MIN,MIA,K,2.1,2.4,1.7,2.,0.,0.5,0.6,0.4,0.2,0.3,6.9
15,"Zuerlein, Greg",LAR,PHI,K,2.,2.1,1.5,1.6,0.,0.4,0.5,0.3,0.2,0.1,6.8
16,"Hopkins, Dustin",WAS,@JAC,K,2.2,2.4,1.7,2.1,0.,0.8,0.4,0.3,0.1,0.4,6.6
17,"Gostkowski, Stephen",NEP,@PIT,K,2.2,2.4,1.5,1.8,0.,0.6,0.4,0.4,0.1,0.3,6.5
18,"Dawson, Phil",ARZ,@ATL,K,1.5,1.8,1.8,2.2,0.1,0.3,0.6,0.5,0.2,0.4,6.5
19,"McManus, Brandon",DEN,CLE,K,1.8,1.8,1.6,2.,0.,0.4,0.7,0.4,0.2,0.4,6.3
20,"Bullock, Randy",CIN,OAK,K,2.2,2.4,1.4,1.5,0.,0.5,0.5,0.3,0.,0.2,6.2
21,"Catanzaro, Chandler",TBB,@BAL,K,1.7,1.8,1.5,1.9,0.,0.4,0.4,0.6,0.1,0.4,6.
22,"Vinatieri, Adam",IND,DAL,K,1.6,1.7,1.5,1.8,0.,0.4,0.4,0.4,0.3,0.3,6.
23,"Crosby, Mason",GBP,@CHI,K,2.4,2.6,1.3,1.5,0.,0.4,0.5,0.3,0.1,0.3,5.9
24,"Maher, Brett",DAL,@IND,K,2.3,2.4,1.4,1.8,0.1,0.4,0.4,0.4,0.2,0.4,5.9
25,"Parkey, Cody",CHI,GBP,K,1.8,2.,1.2,1.4,0.,0.4,0.3,0.5,0.1,0.2,5.6
26,"Nugent, Mike",OAK,@CIN,K,1.9,2.1,1.3,1.5,0.,0.3,0.4,0.4,0.1,0.2,5.5
27,"Sanders, Jason",MIA,@MIN,K,2.,2.1,1.1,1.3,0.,0.4,0.4,0.3,0.,0.2,5.2
28,"Rosas, Aldrick",NYG,TEN,K,1.5,1.8,1.3,1.6,0.,0.6,0.2,0.3,0.2,0.3,5.1
29,"Fairbairn, Ka'imi",HOU,@NYJ,K,1.4,1.5,1.1,1.5,0.,0.2,0.4,0.3,0.2,0.4,4.1
30,"Gonzalez, Zane",CLE,@DEN,K,1.4,1.5,0.9,1.2,0.,0.3,0.3,0.3,0.1,0.3,4.
31,"Janikowski, Sebastian",SEA,@SFO,K,1.8,1.9,0.8,1.2,0.,0.3,0.3,0.3,0.,0.3,3.7
32,"Sturgis, Caleb",LAC,@KCC,K,1.3,1.6,0.9,1.3,0.,0.5,0.2,0.1,0.1,0.4,3.2
