Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Lee, Andy",ARZ,@ATL,P,5.8,273.6,31.2,1.8,18.4
2,"Hekker, Johnny",LAR,PHI,P,4.9,235.7,10.,2.6,17.9
3,"Koch, Sam",BAL,TBB,P,5.1,231.8,20.3,2.5,17.4
4,"Edwards, Lachlan",NYJ,HOU,P,5.6,252.,27.9,1.8,17.4
5,"Huber, Kevin",CIN,OAK,P,5.4,248.2,24.6,1.7,16.6
6,"Daniel, Trevor",HOU,@NYJ,P,4.9,236.2,31.9,1.9,16.5
7,"Pinion, Bradley",SFO,SEA,P,5.3,231.2,15.,1.8,16.3
8,"Kern, Brett",TEN,@NYG,P,4.8,224.4,19.2,1.9,16.1
9,"Haack, Matt",MIA,@MIN,P,5.1,227.7,14.7,1.8,16.
10,"O'Donnell, Pat",CHI,GBP,P,5.,228.5,24.7,1.6,15.6
11,"Dickson, Michael",SEA,@SFO,P,5.1,228.,23.9,1.6,15.5
12,"Cooke, Logan",JAC,WAS,P,5.,222.1,16.3,1.6,15.2
13,"Townsend, Johnny",OAK,@CIN,P,4.5,209.6,16.2,1.8,14.9
14,"Dixon, Riley",NYG,TEN,P,5.2,231.1,19.7,1.4,14.9
15,"Sanchez, Rigoberto",IND,DAL,P,4.7,214.3,5.5,1.5,14.4
16,"Palardy, Michael",CAR,NOR,P,4.6,206.6,14.3,1.6,14.4
17,"Way, Tress",WAS,@JAC,P,4.5,204.3,23.7,1.6,14.3
18,"Colquitt, Dustin",KCC,LAC,P,4.3,193.8,10.3,1.9,14.3
19,"Wile, Matt",MIN,MIA,P,4.6,191.7,13.2,1.8,14.1
20,"Kaser, Drew",LAC,@KCC,P,4.1,196.4,18.2,1.5,13.7
21,"Bojorquez, Corey",BUF,DET,P,4.5,196.7,13.9,1.4,13.5
22,"Anger, Bryan",TBB,@BAL,P,4.1,182.9,8.,1.8,13.4
23,"King, Marquette",DEN,CLE,P,4.2,193.9,12.7,1.5,13.4
24,"Jones, Chris",DAL,@IND,P,3.9,175.9,7.2,1.9,13.1
25,"Martin, Sam",DET,@BUF,P,4.2,188.1,13.1,1.4,13.1
26,"Colquitt, Britton",CLE,@DEN,P,4.1,189.8,20.8,1.2,12.6
27,"Allen, Ryan",NEP,@PIT,P,3.8,167.3,6.1,1.5,12.
28,"Johnston, Cam",PHI,@LAR,P,3.9,176.4,10.7,1.3,11.8
29,"Berry, Jordan",PIT,NEP,P,3.8,163.5,11.,1.4,11.7
30,"Scott, J.K.",GBP,@CHI,P,3.9,168.8,10.5,1.,11.2
31,"Bosher, Matt",ATL,ARZ,P,3.4,152.7,12.,1.4,11.1
32,"Morstead, Thomas",NOR,@CAR,P,3.,140.9,11.1,1.2,10.
