Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Watt, J.J.",HOU,@NYJ,DL,3.7,1.6,0.1,0.2,0.,0.,0.,0.,4.8
2,"Bosa, Joey",LAC,@KCC,DL,3.1,1.,0.7,0.,0.,0.1,0.1,0.,4.6
3,"Campbell, Calais",JAC,WAS,DL,2.7,1.1,0.7,0.2,0.,0.2,0.1,0.,4.4
4,"Irvin, Bruce",OAK,@CIN,DL,2.8,1.1,0.5,0.2,0.,0.1,0.,0.,4.3
5,"Jordan, Cameron",NOR,@CAR,DL,2.6,0.9,0.6,0.6,0.,0.1,0.,0.,4.2
6,"Ingram, Melvin",LAC,@KCC,DL,2.8,1.1,0.6,0.1,0.,0.,0.,0.,4.2
7,"Ansah, Ezekiel",DET,@BUF,DL,2.9,0.8,0.8,0.,0.,0.,0.,0.,4.1
8,"Liuget, Corey",LAC,@KCC,DL,2.9,0.9,0.5,0.1,0.,0.1,0.,0.,4.1
9,"Ngakoue, Yannick",JAC,WAS,DL,2.5,0.4,0.9,0.2,0.,0.3,0.,0.,4.1
10,"Sheard, Jabaal",IND,DAL,DL,2.4,1.6,0.5,0.3,0.,0.,0.,0.,4.
11,"Clark, Frank",SEA,@SFO,DL,2.2,0.9,0.8,0.3,0.,0.2,0.1,0.,4.
12,"Williams, Leonard",NYJ,HOU,DL,2.4,2.2,0.2,0.1,0.1,0.,0.,0.,4.
13,"Jones, Chandler",ARZ,@ATL,DL,2.8,0.8,0.4,0.2,0.,0.1,0.1,0.,4.
14,"Donald, Aaron",LAR,PHI,DL,2.5,0.7,0.7,0.2,0.,0.2,0.,0.,4.
15,"Garrett, Myles",CLE,@DEN,DL,2.3,1.3,0.6,0.2,0.,0.1,0.1,0.,4.
16,"Lawrence, Demarcus",DAL,@IND,DL,2.2,1.2,0.8,0.1,0.,0.2,0.1,0.,3.9
17,"Griffen, Everson",MIN,MIA,DL,2.2,1.,0.8,0.2,0.,0.2,0.,0.,3.9
18,"Dunlap, Carlos",CIN,OAK,DL,2.,0.9,0.5,0.7,0.,0.1,0.,0.,3.8
19,"Buckner, DeForest",SFO,SEA,DL,2.6,1.4,0.2,0.2,0.,0.,0.,0.,3.8
20,"Jackson, Branden",SEA,@SFO,DL,2.4,1.,0.4,0.1,0.,0.2,0.1,0.,3.8
21,"Atkins, Geno",CIN,OAK,DL,2.3,1.3,0.8,0.,0.,0.,0.,0.,3.8
22,"Jackson, Malik",JAC,WAS,DL,2.3,0.9,0.6,0.2,0.,0.2,0.,0.,3.7
23,"Beasley, Vic",ATL,ARZ,DL,2.2,1.,0.7,0.2,0.,0.1,0.1,0.,3.7
24,"Quinn, Robert",MIA,@MIN,DL,2.3,0.8,0.7,0.1,0.,0.1,0.,0.,3.7
25,"Lawson, Carl",CIN,OAK,DL,2.5,1.1,0.3,0.2,0.,0.,0.,0.,3.7
26,"Wilkerson, Muhammad",GBP,@CHI,DL,2.2,1.5,0.4,0.2,0.,0.,0.,0.,3.7
27,"Pierre-Paul, Jason",TBB,@BAL,DL,2.4,0.9,0.4,0.3,0.,0.1,0.,0.,3.6
28,"Hyder, Kerry",DET,@BUF,DL,2.3,1.4,0.5,0.1,0.,0.1,0.,0.,3.6
29,"Casey, Jurrell",TEN,@NYG,DL,2.3,1.3,0.4,0.2,0.,0.,0.,0.,3.6
30,"Suh, Ndamukong",LAR,PHI,DL,2.2,1.1,0.5,0.2,0.,0.2,0.,0.,3.5
31,"Joseph, Linval",MIN,MIA,DL,2.2,2.1,0.2,0.,0.,0.1,0.,0.,3.5
32,"Addison, Mario",CAR,NOR,DL,2.,1.1,0.8,0.,0.,0.1,0.,0.,3.5
33,"Wake, Cameron",MIA,@MIN,DL,2.,0.9,0.7,0.1,0.,0.1,0.,0.,3.5
34,"Okafor, Alex",NOR,@CAR,DL,2.,1.4,0.3,0.2,0.,0.2,0.,0.,3.4
35,"Heyward, Cameron",PIT,NEP,DL,1.9,0.9,0.7,0.2,0.,0.1,0.,0.,3.4
36,"Graham, Brandon",PHI,@LAR,DL,2.2,0.9,0.5,0.1,0.,0.1,0.,0.,3.4
37,"Shepherd, Nathan",NYJ,HOU,DL,2.3,1.2,0.2,0.2,0.,0.,0.,0.,3.4
38,"Hicks, Akiem",CHI,GBP,DL,2.3,1.,0.4,0.1,0.,0.,0.,0.,3.4
39,"Flowers, Trey",NEP,@PIT,DL,2.2,1.3,0.4,0.1,0.,0.1,0.,0.,3.4
40,"Thomas, Solomon",SFO,SEA,DL,2.7,0.8,0.2,0.,0.,0.,0.,0.,3.4
41,"Ogbah, Emmanuel",CLE,@DEN,DL,2.,1.1,0.3,0.4,0.,0.,0.,0.,3.3
42,"Hunter, Danielle",MIN,MIA,DL,1.9,1.1,0.6,0.1,0.,0.1,0.1,0.,3.3
43,"McCoy, Gerald",TBB,@BAL,DL,2.5,0.6,0.3,0.1,0.,0.,0.,0.,3.2
44,"Reed, Jarran",SEA,@SFO,DL,1.9,1.8,0.2,0.,0.,0.1,0.,0.,3.2
45,"Davenport, Marcus",NOR,@CAR,DL,2.1,1.4,0.2,0.1,0.,0.1,0.,0.,3.2
46,"Jarrett, Grady",ATL,ARZ,DL,2.2,1.2,0.3,0.,0.,0.,0.,0.,3.1
47,"Barnett, Derek",PHI,@LAR,DL,2.,1.,0.4,0.,0.,0.1,0.1,0.,3.1
48,"Irving, David",DAL,@IND,DL,1.5,0.8,0.7,0.4,0.,0.1,0.,0.,3.1
49,"Short, Kawann",CAR,NOR,DL,1.7,1.2,0.5,0.1,0.,0.1,0.,0.,3.1
50,"Richardson, Sheldon",MIN,MIA,DL,2.,1.4,0.1,0.1,0.,0.1,0.1,0.,3.1
51,"Cox, Fletcher",PHI,@LAR,DL,1.9,1.1,0.4,0.2,0.,0.,0.,0.,3.1
52,"Peppers, Julius",CAR,NOR,DL,1.5,1.2,0.7,0.,0.,0.1,0.1,0.,3.
53,"Pierce, Michael",BAL,TBB,DL,2.2,1.4,0.1,0.,0.,0.,0.,0.,3.
54,"Tuitt, Stephon",PIT,NEP,DL,2.,0.8,0.3,0.2,0.,0.1,0.,0.,3.
55,"Allen, Jonathan",WAS,@JAC,DL,1.8,1.3,0.3,0.1,0.,0.,0.,0.,3.
56,"Williams, Brandon",BAL,TBB,DL,2.2,1.,0.1,0.2,0.,0.,0.,0.,3.
57,"Bailey, Allen",KCC,LAC,DL,2.,1.1,0.3,0.1,0.,0.,0.,0.,3.
58,"Wolfe, Derek",DEN,CLE,DL,2.,1.,0.3,0.1,0.,0.,0.,0.,2.9
59,"Brockers, Michael",LAR,PHI,DL,2.1,0.9,0.2,0.2,0.,0.,0.,0.,2.9
60,"Hughes, Jerry",BUF,DET,DL,2.1,1.,0.3,0.,0.,0.,0.,0.,2.9
61,"Harrison, Damon",NYG,TEN,DL,2.1,0.9,0.1,0.1,0.,0.,0.,0.,2.9
62,"Zettel, Anthony",DET,@BUF,DL,2.,0.7,0.4,0.,0.,0.1,0.1,0.,2.9
63,"Brown, Malcolm",NEP,@PIT,DL,2.1,1.,0.2,0.,0.,0.,0.,0.,2.7
64,"Clark, Kenny",GBP,@CHI,DL,1.8,1.1,0.2,0.1,0.,0.1,0.,0.,2.7
65,"Guy, Lawrence",NEP,@PIT,DL,1.8,1.3,0.1,0.1,0.,0.,0.,0.,2.6
66,"Hunt, Margus",IND,DAL,DL,1.8,1.1,0.1,0.2,0.,0.,0.,0.,2.6
67,"Jones, Chris",KCC,LAC,DL,1.4,0.9,0.2,0.3,0.,0.1,0.,0.,2.5
68,"Robinson, A'Shawn",DET,@BUF,DL,1.6,1.1,0.,0.3,0.,0.,0.,0.,2.5
69,"Mauro, Josh",NYG,TEN,DL,1.7,1.,0.1,0.1,0.,0.1,0.,0.,2.5
70,"Billings, Andrew",CIN,OAK,DL,1.7,1.1,0.2,0.1,0.,0.,0.,0.,2.5
71,"Daniels, Mike",GBP,@CHI,DL,1.8,0.8,0.2,0.,0.,0.,0.,0.,2.4
72,"Rankins, Sheldon",NOR,@CAR,DL,1.7,0.8,0.2,0.,0.,0.1,0.,0.,2.4
73,"McLendon, Steve",NYJ,HOU,DL,1.7,1.1,0.1,0.,0.,0.,0.,0.,2.4
74,"Peko, Domata",DEN,CLE,DL,1.5,1.2,0.1,0.1,0.,0.,0.,0.,2.4
75,"Bennett, Michael",PHI,@LAR,DL,1.5,0.8,0.4,0.1,0.,0.,0.,0.,2.3
76,"Logan, Bennie",TEN,@NYG,DL,1.7,1.,0.1,0.,0.,0.,0.,0.,2.3
77,"Bullard, Jonathan",CHI,GBP,DL,1.6,0.8,0.1,0.1,0.,0.,0.,0.,2.3
78,"Lawson, Shaq",BUF,DET,DL,1.3,1.3,0.2,0.1,0.,0.,0.,0.,2.3
79,"Hendricks, Dwayne",NYG,TEN,DL,1.5,1.,0.1,0.1,0.,0.1,0.,0.,2.2
80,"Gotsis, Adam",DEN,CLE,DL,1.4,1.,0.1,0.3,0.,0.,0.,0.,2.2
81,"Payne, Da'Ron",WAS,@JAC,DL,1.4,1.2,0.1,0.1,0.,0.,0.,0.,2.2
82,"Gregory, Randy",DAL,@IND,DL,1.3,0.8,0.3,0.1,0.,0.,0.,0.,2.2
83,"Goldman, Eddie",CHI,GBP,DL,1.5,1.,0.1,0.,0.,0.,0.,0.,2.1
84,"Alualu, Tyson",PIT,NEP,DL,1.5,0.7,0.2,0.1,0.,0.,0.,0.,2.1
85,"Clayborn, Adrian",NEP,@PIT,DL,1.5,0.8,0.3,0.,0.,0.,0.,0.,2.1
86,"Curry, Vinny",TBB,@BAL,DL,1.4,1.,0.1,0.,0.,0.1,0.,0.,2.1
87,"Reed, Brooks",ATL,ARZ,DL,1.4,0.9,0.2,0.,0.,0.,0.,0.,2.1
88,"Williams, Kyle",BUF,DET,DL,1.2,1.2,0.2,0.1,0.,0.,0.,0.,2.
89,"Dareus, Marcell",JAC,WAS,DL,1.5,0.3,0.2,0.1,0.,0.,0.,0.,2.
90,"Spence, Noah",TBB,@BAL,DL,1.3,0.6,0.3,0.1,0.,0.1,0.,0.,2.
91,"Green, Rasheem",SEA,@SFO,DL,1.3,0.7,0.2,0.1,0.,0.,0.,0.,2.
92,"McGee, Stacy",WAS,@JAC,DL,1.4,1.,0.,0.1,0.,0.,0.,0.,2.
93,"Armstead, Arik",SFO,SEA,DL,1.3,0.6,0.2,0.1,0.,0.,0.,0.,2.
94,"Tomlinson, Dalvin",NYG,TEN,DL,1.5,0.7,0.,0.,0.,0.,0.,0.,2.
95,"Smith, Chris",CLE,@DEN,DL,1.2,0.7,0.1,0.1,0.,0.,0.,0.,1.9
96,"Ellis, Justin",OAK,@CIN,DL,1.4,1.,0.,0.,0.,0.,0.,0.,1.9
97,"Johnson, Tom",SEA,@SFO,DL,1.3,0.8,0.1,0.,0.,0.,0.,0.,1.9
98,"Glasgow, Ryan",CIN,OAK,DL,1.4,0.7,0.,0.1,0.,0.,0.,0.,1.9
99,"Covington, Christian",HOU,@NYJ,DL,1.2,0.9,0.1,0.,0.,0.1,0.,0.,1.8
100,"Golden, Markus",ARZ,@ATL,DL,1.4,0.4,0.1,0.1,0.,0.,0.,0.,1.8
101,"Mebane, Brandon",LAC,@KCC,DL,1.2,0.9,0.,0.,0.,0.,0.,0.,1.8
102,"Poe, Dontari",CAR,NOR,DL,1.2,0.8,0.1,0.1,0.,0.,0.,0.,1.7
103,"Horton, Wes",CAR,NOR,DL,0.8,0.6,0.4,0.,0.,0.2,0.1,0.,1.7
104,"Carradine, Cornellius",OAK,@CIN,DL,1.3,0.7,0.1,0.,0.,0.,0.,0.,1.7
105,"Long, Chris",PHI,@LAR,DL,1.,0.6,0.2,0.,0.,0.2,0.,0.,1.7
106,"Reader, D.J.",HOU,@NYJ,DL,1.,1.2,0.1,0.,0.,0.,0.,0.,1.7
107,"Urban, Brent",BAL,TBB,DL,1.2,0.7,0.1,0.1,0.,0.,0.,0.,1.7
108,"Phillips, Jordan",MIA,@MIN,DL,1.1,0.6,0.1,0.2,0.,0.,0.,0.,1.7
109,"Lowry, Dean",GBP,@CHI,DL,1.,0.8,0.1,0.1,0.,0.,0.,0.,1.7
110,"Autry, Denico",IND,DAL,DL,0.9,0.9,0.1,0.2,0.,0.,0.,0.,1.7
111,"Wise, Deatrich",NEP,@PIT,DL,1.1,0.8,0.2,0.,0.,0.,0.,0.,1.7
112,"McKinley, Takkarist",ATL,ARZ,DL,0.9,0.4,0.4,0.1,0.,0.1,0.,0.,1.7
113,"Kerr, Zach",DEN,CLE,DL,1.,1.1,0.1,0.1,0.,0.,0.,0.,1.7
114,"Ridgeway, Hassan",IND,DAL,DL,0.9,1.2,0.2,0.,0.,0.,0.,0.,1.7
115,"Jones, DaQuan",TEN,@NYG,DL,1.1,0.6,0.2,0.,0.,0.,0.,0.,1.6
116,"Williams, Sylvester",DET,@BUF,DL,1.1,0.7,0.1,0.,0.,0.,0.,0.,1.6
117,"Charlton, Taco",DAL,@IND,DL,1.1,0.4,0.2,0.1,0.,0.1,0.,0.,1.6
118,"Williams, Xavier",KCC,LAC,DL,1.1,0.5,0.1,0.1,0.,0.1,0.,0.,1.6
