Rank,Player,Team,Opp,Position,Yds Allowed,Pts Agn,Scks,Int,Fum,DefTD,Safts,Pts
1,"Broncos, Denver",DEN,CLE,D,163.2,12.3,2.3,1.,0.9,0.4,0.,18.6
2,"Vikings, Minnesota",MIN,MIA,D,190.6,12.3,2.3,1.3,0.2,0.1,0.2,16.1
3,"Falcons, Atlanta",ATL,ARZ,D,224.1,10.3,2.6,0.8,0.9,0.,0.,13.5
4,"Ravens, Baltimore",BAL,TBB,D,336.8,20.5,2.3,1.2,0.9,0.3,0.,13.1
5,"Cowboys, Dallas",DAL,@IND,D,244.1,15.1,1.8,0.9,0.7,0.2,0.,12.4
6,"Bears, Chicago",CHI,GBP,D,303.3,16.5,2.2,0.7,0.9,0.3,0.,12.4
7,"Bills, Buffalo",BUF,DET,D,296.9,17.7,2.3,1.1,0.,0.2,0.,12.2
8,"49ers, San Francisco",SFO,SEA,D,288.7,19.9,1.7,0.8,0.7,0.2,0.,12.2
9,"Jaguars, Jacksonville",JAC,WAS,D,331.9,21.,2.8,1.,0.6,0.4,0.,12.
10,"Texans, Houston",HOU,@NYJ,D,243.3,17.8,2.4,0.6,0.6,0.,0.,11.2
11,"Bengals, Cincinnati",CIN,OAK,D,313.4,21.,2.5,0.8,0.2,0.2,0.,11.
12,"Browns, Cleveland",CLE,@DEN,D,257.6,18.8,3.,0.3,0.3,0.,0.,10.8
13,"Jets, New York",NYJ,HOU,D,205.3,14.8,2.6,0.2,0.5,0.,0.,10.6
14,"Lions, Detroit",DET,@BUF,D,389.2,23.9,2.3,1.3,0.9,0.1,0.,10.4
15,"Titans, Tennessee",TEN,@NYG,D,332.9,20.1,4.1,0.2,0.2,0.1,0.,10.4
16,"Colts, Indianapolis",IND,DAL,D,246.5,14.8,1.4,0.9,0.3,0.,0.2,10.3
17,"Giants, New York",NYG,TEN,D,354.8,20.8,1.9,1.4,0.3,0.2,0.,10.2
18,"Packers, Green Bay",GBP,@CHI,D,328.9,22.9,3.4,0.5,0.4,0.2,0.,10.1
19,"Eagles, Philadelphia",PHI,@LAR,D,418.4,18.9,1.2,0.6,1.,0.4,0.,9.8
20,"Raiders, Oakland",OAK,@CIN,D,318.1,21.4,2.6,0.8,0.5,0.,0.,9.2
21,"Chargers, Los Angeles",LAC,@KCC,D,402.8,19.2,1.7,1.,0.5,0.2,0.,8.9
22,"Rams, Los Angeles",LAR,PHI,D,381.1,27.4,2.6,0.7,0.3,0.2,0.1,8.9
23,"Cardinals, Arizona",ARZ,@ATL,D,330.6,22.8,1.6,0.7,0.6,0.1,0.,8.9
24,"Seahawks, Seattle",SEA,@SFO,D,380.2,27.1,1.6,0.6,0.5,0.3,0.1,8.5
25,"Steelers, Pittsburgh",PIT,NEP,D,376.8,29.,2.9,0.8,0.2,0.1,0.,7.7
26,"Panthers, Carolina",CAR,NOR,D,452.3,30.3,2.,0.6,0.7,0.3,0.,7.4
27,"Saints, New Orleans",NOR,@CAR,D,437.2,27.7,1.9,1.1,0.2,0.1,0.,7.
28,"Redskins, Washington",WAS,@JAC,D,442.9,26.5,2.2,0.7,0.4,0.1,0.,6.9
29,"Chiefs, Kansas City",KCC,LAC,D,448.,25.,1.2,0.9,0.6,0.1,0.,6.9
30,"Buccaneers, Tampa Bay",TBB,@BAL,D,419.4,28.3,1.4,0.6,0.4,0.2,0.,5.8
31,"Patriots, New England",NEP,@PIT,D,421.7,23.7,3.2,0.3,0.,0.,0.1,5.8
32,"Dolphins, Miami",MIA,@MIN,D,422.5,31.6,1.6,0.6,0.1,0.2,0.2,5.2
