Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Elliott, Jake",PHI,HOU,K,2.7,3.,2.1,2.4,0.,0.6,0.5,0.8,0.3,0.2,9.9
2,"Butker, Harrison",KCC,@SEA,K,2.5,2.5,2.4,2.8,0.,0.6,1.1,0.5,0.2,0.3,9.7
3,"Gould, Robbie",SFO,CHI,K,2.,2.2,2.2,2.3,0.,0.4,0.7,0.9,0.2,0.1,9.6
4,"Tucker, Justin",BAL,@LAC,K,2.1,2.1,2.,2.2,0.,0.3,0.7,0.7,0.4,0.1,9.3
5,"Boswell, Chris",PIT,@NOR,K,2.6,2.8,2.,2.2,0.,0.5,0.8,0.6,0.2,0.2,9.
6,"Succop, Ryan",TEN,WAS,K,2.4,2.6,1.9,2.1,0.,0.5,0.5,0.8,0.2,0.2,8.6
7,"Lutz, Wil",NOR,PIT,K,3.,3.1,1.7,2.,0.,0.5,0.3,0.6,0.2,0.3,8.2
8,"Hopkins, Dustin",WAS,@TEN,K,2.6,2.8,2.,2.4,0.,0.9,0.5,0.4,0.1,0.4,8.1
9,"Prater, Matt",DET,MIN,K,2.1,2.1,1.9,2.2,0.1,0.4,0.5,0.5,0.4,0.3,8.1
10,"Gostkowski, Stephen",NEP,BUF,K,2.6,2.8,1.8,2.,0.,0.7,0.5,0.5,0.1,0.2,8.1
11,"Bryant, Matt",ATL,@CAR,K,2.2,2.2,1.7,2.,0.,0.4,0.5,0.4,0.4,0.2,7.9
12,"Zuerlein, Greg",LAR,@ARZ,K,2.1,2.2,1.7,1.8,0.,0.4,0.6,0.4,0.3,0.1,7.6
13,"Lambo, Josh",JAC,@MIA,K,2.4,2.6,1.6,1.9,0.,0.2,0.6,0.6,0.2,0.2,7.5
14,"Myers, Jason",NYJ,GBP,K,2.,2.,1.9,2.4,0.,0.5,0.4,0.8,0.2,0.5,7.5
15,"Vinatieri, Adam",IND,NYG,K,1.9,2.,1.8,2.,0.,0.5,0.5,0.5,0.3,0.3,7.5
16,"Gano, Graham",CAR,ATL,K,1.9,2.1,1.7,1.9,0.,0.4,0.6,0.6,0.1,0.2,7.4
17,"McManus, Brandon",DEN,@OAK,K,2.,2.,1.8,2.1,0.,0.4,0.8,0.4,0.2,0.3,7.2
18,"Hauschka, Steven",BUF,@NEP,K,1.7,1.8,1.8,2.,0.,0.5,0.7,0.4,0.2,0.3,7.2
19,"Carlson, Daniel",MIN,@DET,K,2.,2.3,1.6,2.,0.,0.4,0.6,0.3,0.2,0.4,6.5
20,"Maher, Brett",DAL,TBB,K,2.4,2.5,1.5,2.,0.1,0.4,0.5,0.4,0.2,0.4,6.4
21,"Dawson, Phil",ARZ,LAR,K,1.5,1.8,1.7,2.2,0.1,0.3,0.6,0.5,0.2,0.4,6.4
22,"Bullock, Randy",CIN,@CLE,K,2.,2.2,1.2,1.4,0.,0.4,0.5,0.3,0.,0.2,5.5
23,"Crosby, Mason",GBP,@NYJ,K,2.3,2.4,1.2,1.4,0.,0.4,0.4,0.3,0.1,0.3,5.5
24,"Sanders, Jason",MIA,JAC,K,2.,2.1,1.1,1.3,0.,0.4,0.4,0.3,0.,0.2,5.1
25,"Nugent, Mike",OAK,DEN,K,1.7,2.,1.1,1.4,0.,0.3,0.4,0.4,0.1,0.3,4.9
26,"Catanzaro, Chandler",TBB,@DAL,K,1.5,1.5,1.3,1.7,0.,0.3,0.3,0.5,0.1,0.4,4.9
27,"Parkey, Cody",CHI,@SFO,K,1.6,1.8,1.1,1.3,0.,0.3,0.3,0.4,0.1,0.2,4.8
28,"Gonzalez, Zane",CLE,CIN,K,1.5,1.6,1.,1.3,0.,0.3,0.3,0.3,0.1,0.2,4.3
29,"Rosas, Aldrick",NYG,@IND,K,1.3,1.6,1.1,1.5,0.,0.5,0.2,0.3,0.2,0.4,4.2
30,"Janikowski, Sebastian",SEA,KCC,K,1.8,1.9,0.8,1.1,0.,0.2,0.3,0.3,0.,0.3,3.7
31,"Sturgis, Caleb",LAC,BAL,K,1.4,1.6,1.,1.4,0.,0.5,0.2,0.2,0.1,0.4,3.4
32,"Fairbairn, Ka'imi",HOU,@PHI,K,1.2,1.4,1.,1.4,0.,0.2,0.4,0.3,0.1,0.5,3.3
