Rank,Player,Team,Opp,Position,Yds Allowed,Pts Agn,Scks,Int,Fum,DefTD,Safts,Pts
1,"Eagles, Philadelphia",PHI,HOU,D,222.2,9.7,2.,1.,1.6,0.6,0.,18.3
2,"Jaguars, Jacksonville",JAC,@MIA,D,293.5,18.6,3.1,1.1,0.6,0.4,0.,15.5
3,"Rams, Los Angeles",LAR,@ARZ,D,224.3,15.8,3.9,1.,0.4,0.4,0.1,15.4
4,"Buccaneers, Tampa Bay",TBB,@DAL,D,242.5,16.4,2.3,1.,0.7,0.4,0.,14.5
5,"Broncos, Denver",DEN,@OAK,D,226.5,17.,1.9,0.9,0.8,0.3,0.,13.7
6,"Bengals, Cincinnati",CIN,@CLE,D,240.5,15.9,3.1,1.,0.3,0.2,0.,13.6
7,"Vikings, Minnesota",MIN,@DET,D,206.,13.4,2.2,1.3,0.2,0.1,0.2,13.5
8,"Chiefs, Kansas City",KCC,@SEA,D,324.6,18.2,1.9,1.3,0.9,0.2,0.,12.5
9,"49ers, San Francisco",SFO,CHI,D,281.1,19.5,1.8,0.7,0.7,0.2,0.,12.3
10,"Redskins, Washington",WAS,@TEN,D,340.8,20.6,3.,1.,0.6,0.1,0.,11.8
11,"Cowboys, Dallas",DAL,TBB,D,273.8,16.7,1.6,0.8,0.6,0.1,0.,11.7
12,"Giants, New York",NYG,@IND,D,332.4,19.5,2.,1.5,0.3,0.2,0.,11.5
13,"Browns, Cleveland",CLE,CIN,D,272.9,20.,2.9,0.3,0.3,0.,0.,10.6
14,"Raiders, Oakland",OAK,DEN,D,303.7,20.4,2.8,0.8,0.5,0.,0.,10.5
15,"Patriots, New England",NEP,BUF,D,310.8,17.2,4.4,0.4,0.,0.,0.1,10.2
16,"Packers, Green Bay",GBP,@NYJ,D,329.3,23.,3.3,0.5,0.4,0.2,0.,10.1
17,"Jets, New York",NYJ,GBP,D,279.9,20.2,2.2,0.2,0.4,0.,0.,10.
18,"Bears, Chicago",CHI,@SFO,D,392.7,20.8,1.6,0.5,0.7,0.3,0.,9.5
19,"Cardinals, Arizona",ARZ,LAR,D,336.9,23.5,1.5,0.7,0.5,0.1,0.,8.7
20,"Seahawks, Seattle",SEA,KCC,D,386.4,27.7,1.5,0.6,0.5,0.3,0.1,8.4
21,"Chargers, Los Angeles",LAC,BAL,D,434.8,20.4,1.5,0.9,0.5,0.2,0.,8.3
22,"Colts, Indianapolis",IND,NYG,D,307.5,18.5,1.2,0.8,0.2,0.,0.2,8.2
23,"Titans, Tennessee",TEN,WAS,D,351.2,21.2,3.9,0.2,0.2,0.1,0.,8.1
24,"Panthers, Carolina",CAR,ATL,D,431.7,28.7,2.2,0.7,0.7,0.3,0.,7.8
25,"Steelers, Pittsburgh",PIT,@NOR,D,377.6,29.1,2.9,0.8,0.2,0.1,0.,7.7
26,"Falcons, Atlanta",ATL,@CAR,D,394.8,18.1,1.5,0.5,0.5,0.,0.,7.7
27,"Bills, Buffalo",BUF,@NEP,D,389.6,23.4,1.8,0.9,0.,0.2,0.,7.5
28,"Saints, New Orleans",NOR,PIT,D,423.8,26.8,2.,1.2,0.2,0.1,0.,7.4
29,"Ravens, Baltimore",BAL,@LAC,D,441.,26.8,1.5,0.8,0.6,0.2,0.,7.3
30,"Texans, Houston",HOU,@PHI,D,351.9,26.2,1.9,0.5,0.5,0.,0.,7.
31,"Lions, Detroit",DET,MIN,D,462.9,28.3,1.7,1.,0.7,0.1,0.,6.6
32,"Dolphins, Miami",MIA,JAC,D,432.3,32.3,1.5,0.5,0.1,0.2,0.2,5.1
