Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Watt, J.J.",HOU,@PHI,DL,3.5,1.6,0.1,0.2,0.,0.,0.,0.,4.7
2,"Irvin, Bruce",OAK,DEN,DL,3.,1.2,0.6,0.2,0.,0.2,0.1,0.,4.6
3,"Pierre-Paul, Jason",TBB,@DAL,DL,3.1,1.2,0.5,0.3,0.,0.1,0.,0.,4.6
4,"Flowers, Trey",NEP,BUF,DL,2.8,1.7,0.5,0.2,0.,0.1,0.,0.,4.4
5,"Lawrence, Demarcus",DAL,TBB,DL,2.4,1.3,0.9,0.1,0.,0.3,0.1,0.,4.4
6,"Donald, Aaron",LAR,@ARZ,DL,2.6,0.8,0.7,0.2,0.,0.3,0.,0.,4.2
7,"Dunlap, Carlos",CIN,@CLE,DL,2.2,1.,0.5,0.7,0.,0.1,0.,0.,4.1
8,"Bosa, Joey",LAC,BAL,DL,2.8,0.9,0.7,0.,0.,0.1,0.1,0.,4.1
9,"Wilkerson, Muhammad",GBP,@NYJ,DL,2.4,1.7,0.5,0.2,0.,0.1,0.,0.,4.
10,"Hicks, Akiem",CHI,@SFO,DL,2.7,1.2,0.5,0.1,0.,0.,0.,0.,4.
11,"Atkins, Geno",CIN,@CLE,DL,2.4,1.4,0.8,0.,0.,0.,0.,0.,4.
12,"McCoy, Gerald",TBB,@DAL,DL,3.,0.7,0.4,0.2,0.,0.,0.,0.,3.9
13,"Clark, Frank",SEA,KCC,DL,2.2,0.9,0.8,0.3,0.,0.2,0.1,0.,3.9
14,"Campbell, Calais",JAC,@MIA,DL,2.4,1.,0.6,0.2,0.,0.1,0.1,0.,3.9
15,"Casey, Jurrell",TEN,WAS,DL,2.5,1.4,0.4,0.2,0.,0.1,0.,0.,3.9
16,"Graham, Brandon",PHI,HOU,DL,2.5,1.1,0.5,0.1,0.,0.2,0.,0.,3.9
17,"Griffen, Everson",MIN,@DET,DL,2.1,1.,0.8,0.2,0.,0.2,0.,0.,3.8
18,"Garrett, Myles",CLE,CIN,DL,2.2,1.3,0.6,0.2,0.,0.1,0.1,0.,3.8
19,"Beasley, Vic",ATL,@CAR,DL,2.3,1.1,0.7,0.2,0.,0.1,0.1,0.,3.8
20,"Quinn, Robert",MIA,JAC,DL,2.3,0.8,0.7,0.1,0.,0.1,0.,0.,3.7
21,"Suh, Ndamukong",LAR,@ARZ,DL,2.3,1.1,0.5,0.2,0.,0.2,0.,0.,3.7
22,"Ingram, Melvin",LAC,BAL,DL,2.5,1.,0.5,0.1,0.,0.,0.,0.,3.6
23,"Brown, Malcolm",NEP,BUF,DL,2.7,1.3,0.3,0.,0.,0.,0.,0.,3.6
24,"Lawson, Carl",CIN,@CLE,DL,2.4,1.1,0.3,0.2,0.1,0.,0.,0.,3.6
25,"Jackson, Branden",SEA,KCC,DL,2.3,1.,0.4,0.1,0.,0.2,0.1,0.,3.6
26,"Addison, Mario",CAR,ATL,DL,2.1,1.1,0.8,0.,0.,0.1,0.,0.,3.6
27,"Buckner, DeForest",SFO,CHI,DL,2.5,1.3,0.2,0.2,0.,0.,0.,0.,3.6
28,"Jones, Chandler",ARZ,LAR,DL,2.5,0.7,0.4,0.2,0.,0.1,0.,0.,3.5
29,"Sheard, Jabaal",IND,NYG,DL,2.1,1.4,0.4,0.3,0.,0.,0.,0.,3.5
30,"Ansah, Ezekiel",DET,MIN,DL,2.5,0.7,0.7,0.,0.,0.,0.,0.,3.5
31,"Barnett, Derek",PHI,HOU,DL,2.2,1.1,0.5,0.,0.,0.1,0.1,0.,3.5
32,"Wake, Cameron",MIA,JAC,DL,2.,1.,0.7,0.1,0.,0.1,0.,0.,3.5
33,"Heyward, Cameron",PIT,@NOR,DL,2.,0.9,0.7,0.2,0.,0.1,0.,0.,3.5
34,"Ngakoue, Yannick",JAC,@MIA,DL,2.2,0.4,0.7,0.2,0.,0.3,0.,0.,3.5
35,"Irving, David",DAL,TBB,DL,1.7,0.9,0.7,0.4,0.,0.1,0.,0.,3.5
36,"Cox, Fletcher",PHI,HOU,DL,2.1,1.2,0.5,0.2,0.,0.,0.,0.,3.5
37,"Liuget, Corey",LAC,BAL,DL,2.4,0.8,0.4,0.1,0.,0.1,0.,0.,3.4
