Rank,Player,Team,Opp,Position,Yds Allowed,Pts Agn,Scks,Int,Fum,DefTD,Safts,Pts
1,"Broncos, Denver",DEN,HOU,D,149.,11.3,2.4,1.1,0.9,0.4,0.,18.9
2,"Chiefs, Kansas City",KCC,@CLE,D,257.4,14.4,2.2,1.6,1.1,0.2,0.,15.4
3,"Vikings, Minnesota",MIN,DET,D,206.,13.4,2.2,1.3,0.2,0.1,0.2,13.5
4,"Chargers, Los Angeles",LAC,@SEA,D,312.2,14.6,2.3,1.4,0.7,0.3,0.,13.2
5,"Titans, Tennessee",TEN,@DAL,D,265.6,16.,4.9,0.3,0.2,0.1,0.,13.
6,"Bills, Buffalo",BUF,CHI,D,275.,16.4,2.5,1.2,0.,0.2,0.,12.6
7,"49ers, San Francisco",SFO,OAK,D,293.9,20.2,1.7,0.7,0.7,0.2,0.,12.2
8,"Panthers, Carolina",CAR,TBB,D,351.5,23.4,2.9,0.8,1.,0.4,0.,12.1
9,"Bears, Chicago",CHI,@BUF,D,322.3,17.3,2.1,0.6,0.9,0.3,0.,12.
10,"Cowboys, Dallas",DAL,TEN,D,260.2,16.,1.7,0.8,0.6,0.1,0.,12.
11,"Patriots, New England",NEP,GBP,D,289.,16.3,4.6,0.4,0.,0.,0.1,11.9
12,"Texans, Houston",HOU,@DEN,D,240.6,17.6,2.4,0.6,0.6,0.,0.,11.3
13,"Jets, New York",NYJ,@MIA,D,286.,20.6,2.2,0.2,0.4,0.,0.,9.9
14,"Falcons, Atlanta",ATL,@WAS,D,308.5,14.2,2.,0.7,0.7,0.,0.,9.8
15,"Dolphins, Miami",MIA,NYJ,D,325.,24.3,2.,0.7,0.2,0.3,0.2,9.5
16,"Rams, Los Angeles",LAR,@NOR,D,387.9,27.4,2.5,0.6,0.3,0.2,0.1,8.6
17,"Saints, New Orleans",NOR,LAR,D,405.4,25.6,2.2,1.3,0.2,0.1,0.,7.7
18,"Ravens, Baltimore",BAL,PIT,D,438.3,26.9,1.6,0.8,0.6,0.2,0.,7.5
19,"Steelers, Pittsburgh",PIT,@BAL,D,395.9,30.7,2.7,0.8,0.2,0.1,0.,7.3
20,"Raiders, Oakland",OAK,@SFO,D,398.,26.7,2.1,0.6,0.4,0.,0.,7.1
21,"Redskins, Washington",WAS,ATL,D,439.6,26.3,2.2,0.7,0.4,0.1,0.,7.
22,"Lions, Detroit",DET,@MIN,D,462.9,28.3,1.7,1.,0.7,0.1,0.,6.6
23,"Browns, Cleveland",CLE,KCC,D,357.8,26.2,2.3,0.3,0.3,0.,0.,6.3
24,"Buccaneers, Tampa Bay",TBB,@CAR,D,418.4,28.3,1.4,0.6,0.4,0.2,0.,5.7
25,"Seahawks, Seattle",SEA,LAC,D,417.5,29.9,1.3,0.5,0.4,0.2,0.1,5.7
26,"Packers, Green Bay",GBP,@NEP,D,448.2,31.3,2.3,0.3,0.3,0.1,0.,5.2
