Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Gurley, Todd",LAR,@NOR,RB,19.2,82.9,0.7,0.6,0.,0.,0.,0.,0.1,4.1,41.9,0.2,0.2,0.1,0.1,0.1,0.1,2.4,18.1
2,"Elliott, Ezekiel",DAL,TEN,RB,19.9,92.3,0.7,0.5,0.2,0.,0.,0.,0.1,2.4,25.3,0.1,0.1,0.1,0.,0.,0.,1.7,16.8
3,"Bell, Le'Veon",PIT,@BAL,RB,17.,73.4,0.5,0.5,0.1,0.,0.,0.,0.,4.7,37.5,0.2,0.2,0.1,0.,0.,0.1,1.5,15.1
4,"Kamara, Alvin",NOR,LAR,RB,10.1,51.4,0.6,0.4,0.,0.1,0.,0.,0.1,4.6,45.8,0.3,0.2,0.1,0.,24.4,0.1,2.,14.8
5,"Cook, Dalvin",MIN,DET,RB,15.6,69.1,0.7,0.6,0.,0.,0.,0.,0.,3.6,28.3,0.1,0.1,0.1,0.,1.1,0.1,2.,14.2
6,"Howard, Jordan",CHI,@BUF,RB,20.3,90.7,0.6,0.4,0.1,0.1,0.,0.,0.,1.7,13.5,0.,0.1,0.,0.,0.,0.,1.6,14.1
7,"Hunt, Kareem",KCC,@CLE,RB,16.2,74.2,0.5,0.3,0.,0.,0.1,0.,0.1,3.,23.1,0.1,0.1,0.,0.,0.,0.1,1.7,13.2
8,"Freeman, Devonta",ATL,@WAS,RB,13.6,56.2,0.6,0.5,0.,0.,0.1,0.,0.,3.,27.5,0.2,0.1,0.1,0.,0.,0.1,1.9,12.7
9,"Ingram, Mark",NOR,LAR,RB,12.6,57.,0.6,0.4,0.,0.1,0.,0.,0.,3.3,26.,0.1,0.1,0.1,0.,3.8,0.1,1.5,12.
10,"Gordon, Melvin",LAC,@SEA,RB,14.4,57.1,0.5,0.4,0.1,0.,0.,0.,0.,2.6,24.2,0.1,0.1,0.,0.,0.,0.1,1.6,11.5
11,"Michel, Sony",NEP,GBP,RB,10.,41.1,0.7,0.6,0.1,0.,0.,0.,0.,2.5,19.9,0.2,0.1,0.,0.,5.5,0.,1.8,11.4
12,"McCaffrey, Christian",CAR,TBB,RB,9.3,35.7,0.3,0.2,0.,0.,0.,0.,0.,4.5,40.8,0.3,0.2,0.1,6.9,2.2,0.1,1.1,11.
13,"Williams, Jamaal",GBP,@NEP,RB,13.5,53.2,0.4,0.3,0.,0.,0.,0.,0.,2.2,20.3,0.2,0.1,0.,0.,0.,0.,1.2,10.6
14,"Coleman, Tevin",ATL,@WAS,RB,11.4,47.9,0.4,0.3,0.,0.,0.,0.,0.,2.,19.6,0.3,0.1,0.,0.,0.,0.,1.1,10.5
15,"Drake, Kenyan",MIA,NYJ,RB,13.6,62.8,0.3,0.1,0.,0.,0.,0.1,0.1,2.4,17.9,0.1,0.1,0.,0.,0.,0.1,1.1,10.1
16,"Collins, Alex",BAL,PIT,RB,13.1,57.,0.4,0.3,0.1,0.,0.,0.,0.,2.4,16.9,0.,0.1,0.,0.,2.,0.1,1.,10.
17,"McCoy, LeSean",BUF,CHI,RB,12.1,54.4,0.4,0.2,0.,0.1,0.,0.,0.,2.6,20.,0.1,0.1,0.,0.,0.,0.,1.3,10.
18,"Burkhead, Rex",NEP,GBP,RB,6.,25.8,0.6,0.5,0.1,0.,0.,0.,0.,2.5,24.7,0.2,0.1,0.,0.,2.1,0.,1.5,9.7
19,"Miller, Lamar",HOU,@DEN,RB,15.4,58.6,0.3,0.2,0.,0.,0.,0.,0.,2.1,16.1,0.1,0.1,0.,0.,0.,0.,0.8,9.6
20,"Murray, Latavius",MIN,DET,RB,14.,53.9,0.5,0.4,0.,0.,0.,0.,0.,1.5,11.7,0.,0.,0.,0.,0.,0.,1.5,9.6
21,"Lynch, Marshawn",OAK,@SFO,RB,12.2,54.8,0.5,0.2,0.,0.1,0.,0.,0.1,1.7,13.1,0.,0.1,0.,0.2,0.,0.1,1.1,9.4
22,"Henry, Derrick",TEN,@DAL,RB,12.3,52.,0.4,0.2,0.1,0.,0.,0.,0.1,1.,12.,0.1,0.,0.,0.,0.1,0.,1.3,9.4
23,"Johnson, Kerryon",DET,@MIN,RB,9.,33.6,0.4,0.3,0.,0.,0.,0.,0.,3.3,26.2,0.2,0.1,0.1,0.,2.1,0.,0.9,9.4
24,"Powell, Bilal",NYJ,@MIA,RB,13.4,55.9,0.3,0.2,0.,0.,0.,0.,0.1,2.2,16.1,0.,0.1,0.,0.,0.9,0.1,1.2,9.2
25,"Lewis, Dion",TEN,@DAL,RB,10.,45.1,0.4,0.3,0.,0.,0.,0.,0.,1.7,12.8,0.2,0.1,0.,0.,19.,0.,1.2,8.9
26,"Booker, Devontae",DEN,HOU,RB,11.9,44.2,0.2,0.2,0.1,0.,0.,0.,0.,2.6,24.6,0.1,0.1,0.,0.,14.4,0.,0.7,8.6
27,"Barber, Peyton",TBB,@CAR,RB,12.9,49.2,0.4,0.3,0.,0.,0.,0.,0.,1.7,11.7,0.,0.,0.,0.,0.,0.1,1.5,8.4
28,"Penny, Rashaad",SEA,LAC,RB,7.6,50.7,0.1,0.1,0.,0.,0.,0.,0.,2.6,21.9,0.1,0.1,0.,0.,0.8,0.,0.7,8.2
29,"Hyde, Carlos",CLE,KCC,RB,10.3,42.7,0.4,0.3,0.,0.,0.,0.,0.,2.7,19.3,0.,0.1,0.,0.,0.,0.1,1.3,8.2
30,"Morris, Alfred",SFO,OAK,RB,12.2,51.6,0.3,0.3,0.,0.,0.,0.,0.,1.9,11.,0.,0.,0.,0.,0.,0.1,1.3,8.2
31,"Peterson, Adrian",WAS,ATL,RB,12.9,45.6,0.2,0.1,0.,0.,0.,0.,0.,2.5,21.1,0.1,0.1,0.,0.,5.2,0.2,0.6,8.1
32,"Cohen, Tarik",CHI,@BUF,RB,9.,35.2,0.2,0.1,0.1,0.,0.,0.,0.,4.9,32.3,0.,0.1,0.1,23.3,62.2,0.1,1.4,7.9
33,"Allen, Javorius",BAL,PIT,RB,9.1,34.9,0.3,0.3,0.1,0.,0.,0.,0.,2.8,17.6,0.1,0.1,0.,0.,0.,0.,1.3,7.8
34,"Anderson, C.J.",CAR,TBB,RB,13.9,53.4,0.2,0.2,0.,0.,0.,0.,0.,1.7,12.3,0.,0.,0.,0.8,1.4,0.1,0.9,7.8
35,"Johnson, Duke",CLE,KCC,RB,4.8,19.3,0.2,0.1,0.1,0.,0.,0.,0.,4.1,36.9,0.2,0.1,0.1,1.,8.7,0.1,0.6,7.6
36,"Crowell, Isaiah",NYJ,@MIA,RB,10.,44.4,0.2,0.1,0.,0.,0.,0.,0.,1.9,14.2,0.1,0.1,0.,0.,0.,0.,0.7,7.1
37,"White, James",NEP,GBP,RB,3.3,14.6,0.2,0.2,0.,0.1,0.,0.,0.,3.2,23.5,0.3,0.1,0.,0.,3.1,0.,1.1,6.9
38,"Carson, Chris",SEA,LAC,RB,9.8,36.4,0.1,0.1,0.,0.,0.,0.,0.,2.5,20.3,0.1,0.1,0.,0.,0.,0.,0.7,6.8
39,"Ware, Spencer",KCC,@CLE,RB,8.5,32.3,0.2,0.1,0.1,0.,0.1,0.,0.,2.1,14.8,0.,0.1,0.,0.,6.7,0.,0.9,6.1
40,"Freeman, Royce",DEN,HOU,RB,9.1,36.5,0.2,0.2,0.,0.,0.,0.,0.,1.8,11.3,0.,0.,0.,0.,13.5,0.1,0.5,5.9
41,"Gore, Frank",MIA,NYJ,RB,10.3,38.4,0.1,0.1,0.,0.,0.,0.,0.,1.7,13.1,0.,0.1,0.,0.,1.5,0.,0.2,5.7
42,"Chubb, Nick",CLE,KCC,RB,4.8,42.5,0.,0.,0.,0.,0.,0.,0.,1.5,8.9,0.,0.,0.,1.2,0.3,0.,0.4,5.3
43,"Breida, Matt",SFO,OAK,RB,6.9,29.8,0.2,0.,0.,0.,0.1,0.,0.,1.2,11.,0.,0.,0.,0.5,6.4,0.,0.4,5.3
44,"Thompson, Chris",WAS,ATL,RB,4.1,19.,0.1,0.1,0.,0.,0.,0.,0.,2.4,20.8,0.2,0.1,0.,0.,14.9,0.1,0.4,5.2
45,"Montgomery, Ty",GBP,@NEP,RB,6.3,26.3,0.3,0.1,0.,0.1,0.1,0.,0.,1.6,8.9,0.,0.,0.,0.,1.1,0.,0.7,5.2
46,"Martin, Doug",OAK,@SFO,RB,8.6,28.1,0.2,0.2,0.,0.,0.,0.,0.,1.6,12.1,0.,0.,0.,3.4,4.3,0.2,0.7,5.1
47,"Smith, Rod",DAL,TEN,RB,4.7,20.7,0.3,0.2,0.,0.,0.,0.,0.,1.3,11.4,0.,0.,0.,0.,1.2,0.,0.7,5.1
48,"Perine, Samaje",WAS,ATL,RB,11.1,36.,0.,0.,0.,0.,0.,0.,0.,1.5,12.6,0.1,0.1,0.,0.,2.,0.1,0.5,5.1
49,"Jones, Aaron",GBP,@NEP,RB,6.2,30.6,0.3,0.1,0.,0.1,0.,0.,0.,1.,3.1,0.,0.,0.,0.,0.,0.,0.5,5.
50,"Ekeler, Austin",LAC,@SEA,RB,4.2,21.6,0.1,0.,0.,0.1,0.,0.,0.,1.7,16.7,0.1,0.1,0.,0.,3.,0.,0.7,5.
51,"Abdullah, Ameer",DET,@MIN,RB,8.5,27.3,0.2,0.2,0.,0.,0.,0.,0.,1.3,8.8,0.1,0.,0.,0.,10.,0.1,0.7,4.9
52,"Blue, Alfred",HOU,@DEN,RB,8.3,32.1,0.1,0.1,0.,0.,0.,0.,0.,1.,6.1,0.,0.,0.,1.1,1.6,0.1,0.7,4.4
53,"Riddick, Theo",DET,@MIN,RB,4.3,14.9,0.1,0.1,0.,0.,0.,0.,0.,2.2,17.2,0.1,0.1,0.,0.,1.3,0.,0.4,4.3
54,"Foreman, D'Onta",HOU,@DEN,RB,6.9,28.5,0.1,0.,0.,0.,0.,0.,0.,0.9,8.1,0.,0.,0.,0.4,0.9,0.1,0.4,4.
55,"Ivory, Chris",BUF,CHI,RB,7.1,26.6,0.1,0.1,0.,0.,0.,0.,0.,1.2,8.9,0.,0.,0.,0.,0.,0.1,0.7,3.7
56,"Conner, James",PIT,@BAL,RB,4.,30.1,0.1,0.1,0.,0.,0.,0.,0.,0.3,1.7,0.,0.,0.,0.,9.6,0.,0.2,3.7
57,"Dixon, Kenneth",BAL,PIT,RB,4.8,24.,0.1,0.,0.,0.,0.,0.,0.,1.4,8.8,0.,0.,0.,0.6,7.5,0.1,0.3,3.7
58,"Kelley, Rob",WAS,ATL,RB,6.5,21.3,0.2,0.2,0.,0.,0.,0.,0.,0.6,4.3,0.,0.,0.,0.,2.,0.,0.7,3.7
