Rank,Player,Team,Opp,Position,GAMES_WON,GAMES_LOST,POINTS_SCORED,POINTS_DIFF,Pts
1,"Reid, Andy",KCC,@CLE,HC,1.,0.,31.,21.,25.8
2,"Joseph, Vance",DEN,HOU,HC,1.,0.,33.,17.,25.6
3,"Belichick, Bill",NEP,GBP,HC,1.,0.,35.,9.,24.2
4,"Zimmer, Mike",MIN,DET,HC,1.,0.,31.,8.,21.9
5,"Payton, Sean",NOR,LAR,HC,1.,0.,31.,8.,21.9
6,"Harbaugh, John",BAL,PIT,HC,1.,0.,31.,4.,20.7
7,"Shanahan, Kyle",SFO,OAK,HC,1.,0.,28.,8.,20.4
8,"Lynn, Anthony",LAC,@SEA,HC,1.,0.,28.,4.,19.2
9,"Bowles, Todd",NYJ,@MIA,HC,1.,0.,26.,7.,19.1
10,"Garrett, Jason",DAL,TEN,HC,1.,0.,26.,7.,19.1
11,"Rivera, Ron",CAR,TBB,HC,1.,0.,27.,5.,19.
12,"McDermott, Sean",BUF,CHI,HC,1.,0.,21.,6.,16.3
13,"Quinn, Dan",ATL,@WAS,HC,0.,1.,24.,-3.,11.1
14,"Campbell, Dan",MIA,NYJ,HC,0.,1.,22.,-2.,10.4
15,"Koetter, Dirk",TBB,@CAR,HC,0.,1.,22.,-5.,9.5
16,"McVay, Sean",LAR,@NOR,HC,0.,1.,23.,-9.,8.8
17,"O'Brien, Bill",HOU,@DEN,HC,0.,1.,21.,-7.,8.4
18,"Carroll, Pete",SEA,LAC,HC,0.,1.,21.,-7.,8.4
19,"Gruden, Jay",WAS,ATL,HC,0.,1.,20.,-7.,7.9
20,"Jackson, Hue",CLE,KCC,HC,0.,1.,21.,-10.,7.5
21,"Vrabel, Mike",TEN,@DAL,HC,0.,1.,19.,-7.,7.4
22,"Gruden, Jon",OAK,@SFO,HC,0.,1.,20.,-10.,7.
23,"Tomlin, Mike",PIT,@BAL,HC,0.,1.,21.,-13.,6.6
24,"Nagy, Matt",CHI,@BUF,HC,0.,1.,15.,-5.,6.
25,"Patricia, Matt",DET,@MIN,HC,0.,1.,18.,-13.,5.1
26,"McCarthy, Mike",GBP,@NEP,HC,0.,1.,17.,-18.,3.1
